x,y
779.5256958,-0.000873892277
779.6934204,0.0001059515635
779.8612061,0.001401091577
780.0289917,0.002082149731
780.1967163,0.002430933993
780.364502,0.002198532224
780.5322876,3.971299157e-05
780.7000732,0.003444245551
780.8678589,-0.0005745870294
781.0356445,0.003478159662
781.2034912,0.0028962465
781.3712769,0.001866601408
781.5390625,0.001751216128
781.7069092,0.001634241315
781.8746948,0.004392014351
782.0425415,0.004325121175
782.2103882,0.004806745797
782.3781738,0.005422500893
782.5460205,0.005073041655
782.7138672,0.006269046571
782.8817139,0.004408358131
783.0495605,0.00553731434
783.2174072,0.006070081145
783.3852539,0.006834677886
783.5531006,0.01027346775
783.7210083,0.01095503476
783.888855,0.0120353438
784.0567017,0.01386242919
784.2246094,0.04642514884
784.3924561,0.2047928125
784.5603638,0.6425601244
784.7282715,0.9960612059
784.8961792,0.7305492163
785.0640259,0.4944948256
785.2319336,0.2596856654
785.3998413,0.193677485
785.567749,0.1398304254
785.7356567,0.1157234013
785.9036255,0.07864164561
786.0715332,0.05529769138
786.2394409,0.04105899855
786.4074097,0.03437976167
786.5753174,0.0263393838
786.7432861,0.02373020351
786.9111938,0.0171678476
787.0791626,0.01436065882
787.2471313,0.0106722815
787.4150391,0.008745135739
787.5830078,0.006236836314
787.7509766,0.006402448751
787.9189453,0.008228755556
788.0869141,0.006019677036
788.2548828,0.004358339123
788.4229126,0.005006677471
788.5908813,0.003611624008
788.7588501,0.004624228459
788.9268799,0.004225778393
789.0948486,0.0030965521
789.2628784,0.00243158848
789.4308472,0.00314603094
789.598877,0.002697197953
789.7669067,0.002946660388
789.9349365,0.003594386391
790.1029053,0.002897327067
790.2709351,0.002580700908
790.4389648,0.0009366207523
790.6069946,0.003394319676
790.7750854,0.00375970779
790.9431152,-0.0001933744643
791.111145,0.002464515623
791.2792358,0.002365173306
791.4472656,0.001733147306
791.6152954,0.002149261069
791.7833862,0.0002231551334
791.9514771,0.003145283088
792.1195068,0.001750208205
792.2875977,0.002813279163
792.4556885,0.003543390427
792.6237793,0.0007866668748
792.7918701,0.002380613238
792.9599609,0.00126911304
793.1280518,0.003477224382
793.2961426,0.001666565775
793.4642334,0.003942474257
793.6323853,0.001101942151
793.8004761,0.00115203415
793.9685669,0.002032327931
