x,y
778.0159912,0.003174505429
778.1837158,-3.032851964e-05
778.3514404,0.0006670890725
778.519165,0.001663532807
778.6869507,0.0006836984539
778.8546753,0.001381042763
779.0223999,0.002975403331
779.1901855,0.003523126012
779.3579102,0.002194746863
779.5256958,-0.0006944136694
779.6934204,0.0002686623484
779.8612061,0.001763050095
780.0289917,0.002593344543
780.1967163,0.002925445326
780.364502,0.003822249826
780.5322876,-0.0002294767182
780.7000732,0.002560060937
780.8678589,8.615851402e-05
781.0356445,0.003390566679
781.2034912,0.003423671238
781.3712769,0.003540030681
781.5390625,0.001962648472
781.7069092,0.002909044968
781.8746948,0.003091668012
782.0425415,0.004569536075
782.2103882,0.006827976555
782.3781738,0.005483115092
782.5460205,0.005399935879
782.7138672,0.006828041282
782.8817139,0.006529150531
783.0495605,0.008089954033
783.2174072,0.006645474583
783.3852539,0.007442678791
783.5531006,0.009817320853
783.7210083,0.01139504276
783.888855,0.011378536
784.0567017,0.01360368729
784.2246094,0.04545472562
784.3924561,0.2044293582
784.5603638,0.6479566097
784.7282715,0.9962621927
784.8961792,0.7365691066
785.0640259,0.4876704216
785.2319336,0.2606921494
785.3998413,0.1943490803
785.567749,0.144479543
785.7356567,0.1135250106
785.9036255,0.0752306506
786.0715332,0.05410687625
786.2394409,0.04201723635
786.4074097,0.03768284619
786.5753174,0.02627439052
786.7432861,0.02381642908
786.9111938,0.01636016183
787.0791626,0.01330471784
787.2471313,0.01064766664
787.4150391,0.00877115503
787.5830078,0.005699062254
787.7509766,0.007658495568
787.9189453,0.007674774155
788.0869141,0.006296590902
788.2548828,0.005084335804
788.4229126,0.0051010428
788.5908813,0.004818872549
788.7588501,0.005499515217
788.9268799,0.004204281606
789.0948486,0.003955324646
789.2628784,0.003473631805
789.4308472,0.00383898383
789.598877,0.002410756657
789.7669067,0.00350685278
789.9349365,0.003141449532
790.1029053,0.00256041321
790.2709351,0.003971719183
790.4389648,0.00066720834
790.6069946,0.003191087628
790.7750854,0.003157841973
790.9431152,0.00121516455
791.111145,0.002975356998
791.2792358,0.0007335640839
791.4472656,0.003340611467
791.6152954,0.001896040631
791.7833862,0.001016192604
791.9514771,0.002975248732
792.1195068,0.002145057311
792.2875977,0.002759437077
792.4556885,0.003772197058
792.6237793,-0.0001300165313
792.7918701,0.002958533587
792.9599609,-0.0006280472153
793.1280518,0.003041585442
793.2961426,0.002261153888
793.4642334,0.003606221173
793.6323853,0.002277828287
793.8004761,0.0006836658577
793.9685669,0.003390463768
