1,3-Dimethyl-2-imidazolidinone
cm^-1,Intensity
150.0,2110.3837890625
151.0,2092.375732421875
152.0,2075.006591796875
153.0,2055.920166015625
154.0,2034.5718994140625
155.0,2012.593017578125
156.0,1992.8963623046875
157.0,1978.0806884765625
158.0,1969.019287109375
159.0,1964.3856201171875
160.0,1961.3486328125
161.0,1956.9205322265625
162.0,1949.0986328125
163.0,1937.317626953125
164.0,1922.3121337890625
165.0,1905.7552490234373
166.0,1889.79150390625
167.0,1876.3809814453125
168.0,1866.539794921875
169.0,1859.864013671875
170.0,1854.744873046875
171.0,1849.2142333984373
172.0,1841.927490234375
173.0,1832.689453125
174.0,1822.3101806640625
175.0,1812.025390625
176.0,1802.9163818359373
177.0,1795.62841796875
178.0,1790.35498046875
179.0,1786.886474609375
180.0,1784.6131591796875
181.0,1782.6119384765625
182.0,1779.9935302734375
183.0,1776.39599609375
184.0,1772.2371826171875
185.0,1768.4322509765625
186.0,1765.7906494140625
187.0,1764.6263427734375
188.0,1764.8717041015625
189.0,1766.391845703125
190.0,1769.0018310546875
191.0,1772.12890625
192.0,1774.6475830078125
193.0,1775.34765625
194.0,1773.83251953125
195.0,1771.050048828125
196.0,1768.884521484375
197.0,1768.9788818359375
198.0,1771.6097412109375
199.0,1775.3902587890625
200.0,1778.0362548828125
201.0,1777.79931640625
202.0,1774.7142333984375
203.0,1770.8345947265625
204.0,1769.1160888671875
205.0,1771.6099853515625
206.0,1778.244384765625
207.0,1787.1771240234375
208.0,1796.378173828125
209.0,1805.020263671875
210.0,1813.45947265625
211.0,1822.0157470703125
212.0,1829.9608154296875
213.0,1835.8360595703125
214.0,1838.757568359375
215.0,1839.287353515625
216.0,1838.913818359375
217.0,1838.6392822265625
218.0,1838.0989990234373
219.0,1836.0198974609373
220.0,1831.456298828125
221.0,1824.4864501953125
222.0,1815.7545166015625
223.0,1805.5029296875
224.0,1793.30029296875
225.0,1778.848388671875
226.0,1763.038818359375
227.0,1748.00439453125
228.0,1735.8970947265625
229.0,1727.3887939453125
230.0,1721.289306640625
231.0,1715.601806640625
232.0,1709.0107421875
233.0,1701.4315185546875
234.0,1693.2987060546875
235.0,1684.545166015625
236.0,1674.466064453125
237.0,1662.628173828125
238.0,1649.8201904296875
239.0,1637.9476318359375
240.0,1628.813232421875
241.0,1622.8330078125
242.0,1618.7921142578125
243.0,1614.843505859375
244.0,1609.8785400390625
245.0,1604.2132568359375
246.0,1599.1424560546875
247.0,1595.8294677734375
248.0,1594.395263671875
249.0,1593.827392578125
250.0,1592.6800537109375
251.0,1589.9649658203125
252.0,1585.579345703125
253.0,1580.0107421875
254.0,1573.7032470703125
255.0,1566.7264404296875
256.0,1559.0955810546875
257.0,1551.400390625
258.0,1545.0184326171875
259.0,1541.490478515625
260.0,1541.4510498046875
261.0,1544.040771484375
262.0,1547.430419921875
263.0,1550.18017578125
264.0,1552.405029296875
265.0,1555.8818359375
266.0,1563.03125
267.0,1575.5557861328125
268.0,1593.6337890625
269.0,1616.08642578125
270.0,1641.3172607421875
271.0,1668.41943359375
272.0,1697.82080078125
273.0,1730.979248046875
274.0,1769.0833740234375
275.0,1811.3319091796875
276.0,1853.8323974609373
277.0,1890.0372314453125
278.0,1912.6785888671875
279.0,1916.2137451171875
