N,N - Dimethylformahide
cm^-1,Intensity
1279.0,2364.36865234375
1280.0,2373.81591796875
1281.0,2382.19482421875
1282.0,2387.41650390625
1283.0,2386.892578125
1284.0,2382.349853515625
1285.0,2379.427978515625
1286.0,2381.741455078125
1287.0,2387.331787109375
1288.0,2391.82470703125
1289.0,2393.41650390625
1290.0,2393.940185546875
1291.0,2396.700927734375
1292.0,2404.28076171875
1293.0,2416.685546875
1294.0,2430.12744140625
1295.0,2439.3623046875
1296.0,2443.504150390625
1297.0,2448.410888671875
1298.0,2460.7392578125
1299.0,2480.175537109375
1300.0,2500.123779296875
1301.0,2515.377197265625
1302.0,2525.46875
1303.0,2530.6005859375
1304.0,2529.676025390625
1305.0,2525.215576171875
1306.0,2525.591552734375
1307.0,2537.218994140625
1308.0,2556.470458984375
1309.0,2574.098388671875
1310.0,2586.594970703125
1311.0,2598.392333984375
1312.0,2613.175048828125
1313.0,2628.28955078125
1314.0,2639.4072265625
1315.0,2646.877685546875
1316.0,2655.2890625
1317.0,2668.80859375
1318.0,2687.890380859375
1319.0,2708.270263671875
1320.0,2722.663818359375
1321.0,2726.50634765625
1322.0,2723.624755859375
1323.0,2724.071533203125
1324.0,2734.704345703125
1325.0,2753.263916015625
1326.0,2772.55419921875
1327.0,2788.42822265625
1328.0,2802.104736328125
1329.0,2816.15185546875
1330.0,2830.498291015625
1331.0,2842.727294921875
1332.0,2851.468505859375
1333.0,2859.092529296875
1334.0,2870.7470703125
1335.0,2890.049072265625
1336.0,2915.377685546875
1337.0,2940.932861328125
1338.0,2962.0791015625
1339.0,2979.54931640625
1340.0,2997.710693359375
1341.0,3018.586181640625
1342.0,3038.94970703125
1343.0,3054.818603515625
1344.0,3067.949462890625
1345.0,3085.091064453125
1346.0,3110.13818359375
1347.0,3139.786865234375
1348.0,3168.57958984375
1349.0,3195.415283203125
1350.0,3222.207763671875
1351.0,3248.60693359375
1352.0,3272.684326171875
1353.0,3296.329345703125
1354.0,3324.98876953125
1355.0,3360.29541015625
1356.0,3396.726806640625
1357.0,3428.61474609375
1358.0,3458.5048828125
1359.0,3495.226318359375
1360.0,3543.696533203125
1361.0,3599.038330078125
1362.0,3652.01123046875
1363.0,3699.60986328125
1364.0,3748.869873046875
1365.0,3808.878662109375
1366.0,3879.01904296875
1367.0,3947.72900390625
1368.0,4005.77001953125
1369.0,4059.80712890625
1370.0,4128.9755859375
1371.0,4227.15478515625
1372.0,4352.033203125
1373.0,4492.8037109375
1374.0,4643.880859375
1375.0,4806.90380859375
1376.0,4982.79541015625
1377.0,5169.32666015625
1378.0,5368.7861328125
1379.0,5593.6357421875
1380.0,5859.85498046875
1381.0,6174.05224609375
1382.0,6528.36962890625
1383.0,6906.89599609375
1384.0,7293.4091796875
1385.0,7672.03173828125
1386.0,8026.435546875
1387.0,8345.8974609375
1388.0,8631.525390625
1389.0,8890.5126953125
1390.0,9125.4599609375
1391.0,9338.2216796875
1392.0,9545.66015625
1393.0,9781.904296875
1394.0,10080.7607421875
1395.0,10464.3740234375
1396.0,10953.359375
1397.0,11577.140625
1398.0,12362.9462890625
1399.0,13315.65625
1400.0,14409.9990234375
1401.0,15593.728515625
1402.0,16791.357421875
1403.0,17911.607421875
1404.0,18862.4765625
1405.0,19564.12890625
1406.0,19954.494140625
1407.0,19999.232421875
1408.0,19709.63671875
1409.0,19145.830078125
1410.0,18387.568359375
1411.0,17495.501953125
1412.0,16503.5625
1413.0,15446.046875
1414.0,14378.4306640625
1415.0,13361.9892578125
1416.0,12432.9052734375
1417.0,11595.8173828125
1418.0,10845.8125
1419.0,10187.623046875
1420.0,9632.572265625
1421.0,9186.2392578125
1422.0,8845.400390625
1423.0,8604.2958984375
1424.0,8459.93359375
1425.0,8411.8603515625
1426.0,8459.6298828125
1427.0,8602.7333984375
1428.0,8843.66015625
1429.0,9189.3154296875
1430.0,9647.6650390625
1431.0,10224.4072265625
1432.0,10923.748046875
1433.0,11746.05859375
1434.0,12674.66796875
1435.0,13660.7880859375
1436.0,14623.3857421875
1437.0,15465.861328125
1438.0,16097.39453125
1439.0,16453.361328125
1440.0,16515.44140625
1441.0,16319.6982421875
1442.0,15935.1220703125
1443.0,15422.5576171875
1444.0,14813.3056640625
1445.0,14126.5517578125
1446.0,13395.37109375
1447.0,12664.515625
1448.0,11968.76953125
1449.0,11325.0869140625
1450.0,10741.50390625
1451.0,10220.2724609375
1452.0,9752.9453125
1453.0,9325.767578125
1454.0,8934.486328125
1455.0,8586.7939453125
1456.0,8287.5625
1457.0,8027.56298828125
1458.0,7790.099609375
1459.0,7565.392578125
1460.0,7355.05859375
1461.0,7163.89697265625
1462.0,6991.591796875
1463.0,6834.2373046875
1464.0,6690.32568359375
1465.0,6560.96533203125
1466.0,6445.34765625
1467.0,6339.01123046875
1468.0,6236.1162109375
1469.0,6133.59765625
1470.0,6035.99462890625
1471.0,5953.51123046875
1472.0,5887.88818359375
1473.0,5822.56005859375
1474.0,5737.64794921875
1475.0,5634.3076171875
1476.0,5533.04833984375
1477.0,5448.26953125
1478.0,5375.9462890625
1479.0,5305.94970703125
1480.0,5233.64404296875
1481.0,5157.7841796875
1482.0,5078.94140625
1483.0,5004.66748046875
1484.0,4948.87451171875
1485.0,4921.3974609375
1486.0,4920.2587890625
1487.0,4934.7666015625
1488.0,4953.44775390625
1489.0,4968.7265625
1490.0,4977.58203125
1491.0,4980.97509765625
1492.0,4981.77880859375
1493.0,4980.18896484375
1494.0,4971.75
1495.0,4954.1162109375
1496.0,4935.26416015625
1497.0,4928.58544921875
1498.0,4938.27685546875
1499.0,4955.5859375
1500.0,4970.8564453125
1501.0,4982.3623046875
1502.0,4991.283203125
1503.0,4996.15283203125
1504.0,4997.51513671875
1505.0,5002.55224609375
1506.0,5017.52392578125
1507.0,5034.73486328125
1508.0,5031.5673828125
1509.0,4987.8955078125
1510.0,4905.982421875
1511.0,4808.96826171875
1512.0,4716.6943359375
1513.0,4628.12841796875
1514.0,4532.07568359375
1515.0,4427.845703125
1516.0,4326.0546875
1517.0,4233.865234375
1518.0,4150.35498046875
1519.0,4074.45068359375
1520.0,4007.0078125
1521.0,3944.880859375
1522.0,3882.127197265625
1523.0,3819.455078125
1524.0,3765.95751953125
1525.0,3728.21923828125
1526.0,3701.6298828125
1527.0,3675.684814453125
1528.0,3645.0634765625
1529.0,3611.358154296875
1530.0,3576.067626953125
1531.0,3538.693603515625
1532.0,3502.4521484375
1533.0,3474.0322265625
1534.0,3454.030029296875
1535.0,3434.1220703125
1536.0,3407.79736328125
1537.0,3378.3505859375
1538.0,3353.337158203125
1539.0,3337.260498046875
1540.0,3332.052978515625
1541.0,3337.45068359375
1542.0,3346.93359375
1543.0,3349.199462890625
1544.0,3338.619873046875
1545.0,3321.574462890625
1546.0,3308.994384765625
1547.0,3303.890625
1548.0,3299.14697265625
1549.0,3287.66357421875
1550.0,3271.527587890625
1551.0,3258.979736328125
1552.0,3254.934326171875
1553.0,3258.245361328125
1554.0,3265.93505859375
1555.0,3274.143798828125
1556.0,3275.676025390625
1557.0,3264.05859375
1558.0,3242.412109375
1559.0,3222.418212890625
1560.0,3211.55615234375
1561.0,3206.83251953125
1562.0,3203.942138671875
1563.0,3205.021240234375
1564.0,3211.2041015625
1565.0,3214.65869140625
1566.0,3207.268798828125
1567.0,3193.24609375
1568.0,3184.350830078125
1569.0,3184.8388671875
1570.0,3188.381591796875
1571.0,3188.168701171875
1572.0,3184.104248046875
1573.0,3180.589111328125
1574.0,3180.599853515625
1575.0,3181.840576171875
1576.0,3178.515625
1577.0,3168.17236328125
1578.0,3155.6171875
1579.0,3147.931884765625
1580.0,3146.7392578125
1581.0,3147.3720703125
1582.0,3145.308837890625
1583.0,3141.916748046875
1584.0,3142.019775390625
1585.0,3145.3330078125
1586.0,3144.412353515625
1587.0,3134.444091796875
1588.0,3119.86572265625
1589.0,3106.50927734375
1590.0,3094.2255859375
1591.0,3083.081787109375
1592.0,3077.705078125
1593.0,3078.687255859375
1594.0,3079.4677734375
1595.0,3077.366943359375
1596.0,3077.271240234375
1597.0,3081.5478515625
1598.0,3087.984130859375
1599.0,3097.627197265625
1600.0,3111.851806640625
1601.0,3123.677001953125
1602.0,3124.056884765625
1603.0,3113.3759765625
1604.0,3098.31982421875
1605.0,3084.09521484375
1606.0,3075.2431640625
1607.0,3074.818603515625
1608.0,3079.08837890625
1609.0,3081.7998046875
1610.0,3083.823486328125
1611.0,3090.32470703125
1612.0,3101.02001953125
1613.0,3110.914794921875
1614.0,3117.92724609375
1615.0,3124.133544921875
1616.0,3130.49755859375
1617.0,3133.041259765625
1618.0,3127.23486328125
1619.0,3119.027587890625
1620.0,3125.325927734375
1621.0,3154.0654296875
1622.0,3189.54638671875
1623.0,3210.201171875
1624.0,3216.02392578125
1625.0,3224.297119140625
1626.0,3242.015625
1627.0,3258.9482421875
1628.0,3269.350830078125
1629.0,3285.15869140625
1630.0,3319.591796875
1631.0,3367.429931640625
1632.0,3411.822998046875
1633.0,3445.357666015625
1634.0,3474.595458984375
1635.0,3506.802001953125
1636.0,3540.27685546875
1637.0,3566.968505859375
1638.0,3582.5390625
1639.0,3596.315673828125
1640.0,3627.11376953125
1641.0,3682.93310546875
1642.0,3752.8935546875
1643.0,3826.885986328125
1644.0,3910.48046875
1645.0,4012.474609375
1646.0,4135.662109375
1647.0,4289.75244140625
1648.0,4494.2802734375
1649.0,4760.0712890625
1650.0,5088.0673828125
1651.0,5493.82763671875
1652.0,6011.048828125
1653.0,6657.85009765625
1654.0,7410.6416015625
1655.0,8216.671875
1656.0,9019.6015625
1657.0,9762.787109375
1658.0,10378.0537109375
1659.0,10797.9521484375
1660.0,10995.9365234375
1661.0,11000.88671875
1662.0,10855.1533203125
1663.0,10576.7578125
1664.0,10186.453125
1665.0,9746.7841796875
1666.0,9334.05859375
1667.0,8980.7861328125
1668.0,8674.0009765625
1669.0,8397.2529296875
1670.0,8148.69921875
1671.0,7929.51708984375
1672.0,7737.66552734375
1673.0,7570.12158203125
1674.0,7420.20703125
1675.0,7275.4306640625
1676.0,7124.19970703125
1677.0,6964.49267578125
1678.0,6802.91650390625
1679.0,6644.42919921875
1680.0,6486.82080078125
1681.0,6327.71875
1682.0,6170.923828125
1683.0,6019.625
1684.0,5866.61181640625
1685.0,5697.80322265625
1686.0,5508.66845703125
1687.0,5315.59033203125
1688.0,5143.57373046875
1689.0,4999.6337890625
1690.0,4867.55224609375
1691.0,4731.56103515625
1692.0,4592.0283203125
1693.0,4454.72607421875
1694.0,4319.38232421875
1695.0,4184.1787109375
1696.0,4052.896240234375
1697.0,3934.058837890625
1698.0,3834.135498046875
1699.0,3751.504150390625
1700.0,3679.6552734375
1701.0,3614.47509765625
1702.0,3551.87158203125
1703.0,3485.41064453125
1704.0,3418.580810546875
1705.0,3369.398193359375
1706.0,3347.3212890625
1707.0,3335.540771484375
1708.0,3310.872314453125
1709.0,3271.793701171875
1710.0,3234.54345703125
1711.0,3211.302734375
1712.0,3203.668701171875
1713.0,3208.0576171875
1714.0,3214.99072265625
1715.0,3210.8642578125
1716.0,3191.7314453125
1717.0,3167.824462890625
1718.0,3148.301513671875
1719.0,3134.613037109375
1720.0,3131.55859375
1721.0,3146.0185546875
1722.0,3173.553466796875
1723.0,3203.9287109375
1724.0,3234.58837890625
1725.0,3264.055908203125
1726.0,3284.826416015625
1727.0,3293.64599609375
1728.0,3293.232421875
1729.0,3281.7939453125
1730.0,3258.220947265625
1731.0,3231.176513671875
1732.0,3206.65869140625
1733.0,3178.2451171875
1734.0,3140.7431640625
1735.0,3099.034423828125
1736.0,3058.780029296875
1737.0,3021.837158203125
1738.0,2989.614013671875
1739.0,2961.5380859375
1740.0,2935.824462890625
1741.0,2915.369384765625
1742.0,2903.29150390625
1743.0,2892.612060546875
1744.0,2873.39404296875
1745.0,2850.954833984375
1746.0,2841.448974609375
1747.0,2844.651123046875
1748.0,2839.1181640625
1749.0,2814.058837890625
1750.0,2785.5087890625
1751.0,2769.795166015625
1752.0,2765.47265625
1753.0,2770.0361328125
1754.0,2785.4599609375
1755.0,2802.588623046875
1756.0,2807.1806640625
1757.0,2797.172607421875
1758.0,2775.297119140625
1759.0,2744.6396484375
1760.0,2723.710205078125
1761.0,2732.682861328125
1762.0,2756.525146484375
1763.0,2759.752685546875
1764.0,2740.3427734375
1765.0,2729.18701171875
1766.0,2736.988037109375
1767.0,2742.547119140625
1768.0,2735.790771484375
1769.0,2733.277587890625
1770.0,2741.822265625
1771.0,2740.40087890625
1772.0,2713.481201171875
1773.0,2677.333251953125
1774.0,2658.20703125
1775.0,2664.447021484375
1776.0,2690.528564453125
1777.0,2726.367919921875
1778.0,2752.228759765625
1779.0,2748.959228515625
1780.0,2725.64794921875
1781.0,2712.534912109375
1782.0,2716.259765625
1783.0,2711.437744140625
1784.0,2687.4365234375
1785.0,2669.0185546875
1786.0,2675.531005859375
1787.0,2692.065185546875
1788.0,2698.857177734375
1789.0,2702.547119140625
1790.0,2717.28125
1791.0,2732.228271484375
1792.0,2723.705810546875
1793.0,2693.741455078125
1794.0,2668.818115234375
1795.0,2661.13330078125
1796.0,2661.168212890625
1797.0,2665.209716796875
1798.0,2676.20654296875
1799.0,2684.477783203125
1800.0,2680.389404296875
1801.0,2675.503173828125
1802.0,2685.73095703125
1803.0,2706.16455078125
1804.0,2717.652099609375
1805.0,2708.915283203125
1806.0,2688.350341796875
1807.0,2676.686279296875
1808.0,2683.376708984375
1809.0,2696.06005859375
1810.0,2701.611328125
1811.0,2702.584716796875
1812.0,2702.599609375
1813.0,2696.1318359375
1814.0,2685.741943359375
1815.0,2689.095703125
1816.0,2712.313232421875
1817.0,2731.088134765625
1818.0,2718.280517578125
1819.0,2681.82080078125
1820.0,2654.707763671875
1821.0,2654.111328125
1822.0,2668.02685546875
1823.0,2672.60205078125
1824.0,2653.8798828125
1825.0,2624.992919921875
1826.0,2614.2939453125
1827.0,2627.410400390625
1828.0,2649.40869140625
1829.0,2679.365966796875
1830.0,2714.41748046875
1831.0,2724.005126953125
1832.0,2695.151123046875
1833.0,2663.70654296875
1834.0,2661.243896484375
1835.0,2679.943603515625
1836.0,2701.444580078125
1837.0,2714.082763671875
1838.0,2713.824951171875
1839.0,2715.25732421875
1840.0,2733.16552734375
1841.0,2748.692138671875
1842.0,2731.03125
1843.0,2690.09423828125
1844.0,2670.13037109375
1845.0,2685.203369140625
1846.0,2733.6123046875
1847.0,2770.7421875
1848.0,2771.7392578125
1849.0,2774.0556640625
1850.0,2776.213623046875
1851.0,2776.104248046875
1852.0,2775.012939453125
1853.0,2777.007568359375
1854.0,2784.0576171875
1855.0,2792.5341796875
1856.0,2795.336181640625
1857.0,2787.720947265625
1858.0,2771.060791015625
1859.0,2751.302734375
1860.0,2734.572265625
1861.0,2724.56103515625
1862.0,2723.019775390625
1863.0,2730.534423828125
1864.0,2745.292724609375
1865.0,2761.66748046875
1866.0,2772.027099609375
1867.0,2771.541015625
1868.0,2761.572998046875
1869.0,2748.278564453125
1870.0,2738.03515625
1871.0,2733.935546875
1872.0,2735.224853515625
1873.0,2738.412109375
1874.0,2738.9306640625
1875.0,2733.66162109375
1876.0,2723.626708984375
1877.0,2714.10986328125
1878.0,2710.87890625
1879.0,2715.59521484375
1880.0,2725.029052734375
1881.0,2734.585693359375
1882.0,2742.024169921875
1883.0,2747.922119140625
1884.0,2753.7470703125
1885.0,2760.189453125
1886.0,2766.46728515625
1887.0,2770.0703125
1888.0,2767.759521484375
1889.0,2758.685302734375
1890.0,2747.15234375
1891.0,2740.712646484375
1892.0,2743.7099609375
1893.0,2752.821044921875
1894.0,2760.376708984375
1895.0,2762.54150390625
1896.0,2763.21728515625
1897.0,2769.106689453125
1898.0,2781.517822265625
1899.0,2793.955322265625
1900.0,2797.725341796875
1901.0,2789.370361328125
1902.0,2772.9716796875
1903.0,2756.37744140625
1904.0,2745.6689453125
1905.0,2742.21630859375
1906.0,2743.529541015625
1907.0,2746.443359375
1908.0,2750.1005859375
1909.0,2756.409423828125
1910.0,2767.346435546875
1911.0,2781.284423828125
1912.0,2792.1279296875
1913.0,2793.114013671875
1914.0,2782.6708984375
1915.0,2766.903076171875
1916.0,2755.466064453125
1917.0,2753.562255859375
1918.0,2757.151123046875
1919.0,2756.465087890625
1920.0,2745.42431640625
1921.0,2728.368896484375
1922.0,2717.30419921875
1923.0,2721.71435546875
1924.0,2740.24853515625
1925.0,2761.638427734375
1926.0,2773.276611328125
1927.0,2769.512939453125
1928.0,2753.77490234375
1929.0,2735.118408203125
1930.0,2723.2041015625
1931.0,2724.28662109375
1932.0,2738.86865234375
1933.0,2761.80810546875
1934.0,2785.4892578125
1935.0,2804.166748046875
1936.0,2815.763671875
1937.0,2819.8251953125
1938.0,2814.89306640625
1939.0,2799.30517578125
1940.0,2774.85791015625
1941.0,2748.551025390625
1942.0,2729.259033203125
1943.0,2721.921630859375
1944.0,2724.89599609375
1945.0,2732.899658203125
1946.0,2742.028076171875
1947.0,2751.3369140625
1948.0,2759.765380859375
1949.0,2763.163330078125
1950.0,2756.689453125
1951.0,2741.29736328125
1952.0,2726.553955078125
1953.0,2724.32861328125
1954.0,2737.932373046875
1955.0,2757.788818359375
1956.0,2768.995361328125
1957.0,2763.8701171875
1958.0,2747.59375
1959.0,2732.571044921875
1960.0,2728.01416015625
1961.0,2734.153076171875
1962.0,2744.596923828125
1963.0,2753.279541015625
1964.0,2759.744140625
1965.0,2768.408203125
1966.0,2782.330810546875
1967.0,2797.41064453125
1968.0,2803.8935546875
1969.0,2795.28662109375
1970.0,2775.90283203125
1971.0,2758.21240234375
1972.0,2751.92626953125
1973.0,2756.189697265625
1974.0,2762.712646484375
1975.0,2765.35009765625
1976.0,2765.45263671875
1977.0,2768.499267578125
1978.0,2777.197998046875
1979.0,2788.488525390625
1980.0,2796.488037109375
1981.0,2797.8232421875
1982.0,2794.551025390625
1983.0,2792.3056640625
1984.0,2795.2861328125
1985.0,2802.797119140625
1986.0,2811.013427734375
1987.0,2818.052490234375
1988.0,2826.1845703125
1989.0,2838.252685546875
1990.0,2852.975830078125
1991.0,2865.654296875
1992.0,2873.680419921875
1993.0,2879.6181640625
1994.0,2887.778076171875
1995.0,2898.94873046875
1996.0,2910.071044921875
1997.0,2918.573486328125
1998.0,2925.091552734375
1999.0,2931.545654296875
2000.0,2938.4423828125
2001.0,2945.5654296875
2002.0,2954.18115234375
2003.0,2966.27197265625
2004.0,2981.1728515625
2005.0,2994.7041015625
2006.0,3002.857666015625
2007.0,3005.434326171875
2008.0,3004.5947265625
2009.0,3000.20703125
2010.0,2988.616943359375
2011.0,2967.38232421875
2012.0,2940.80029296875
2013.0,2919.456787109375
2014.0,2913.2255859375
2015.0,2923.79345703125
2016.0,2943.236572265625
2017.0,2959.87646484375
2018.0,2966.598876953125
2019.0,2964.682373046875
2020.0,2959.9169921875
2021.0,2955.0732421875
2022.0,2946.8740234375
2023.0,2931.108154296875
2024.0,2910.08154296875
2025.0,2893.2529296875
2026.0,2889.514892578125
2027.0,2899.385009765625
2028.0,2915.265625
2029.0,2928.494140625
2030.0,2935.13916015625
2031.0,2935.7802734375
2032.0,2931.951904296875
2033.0,2924.2578125
2034.0,2913.53759765625
2035.0,2902.691650390625
2036.0,2896.344482421875
2037.0,2897.585205078125
2038.0,2903.986572265625
2039.0,2907.15576171875
2040.0,2898.139892578125
2041.0,2874.98828125
2042.0,2845.110595703125
2043.0,2819.75634765625
2044.0,2806.415283203125
2045.0,2806.32763671875
2046.0,2816.939453125
2047.0,2833.770751953125
2048.0,2850.014892578125
2049.0,2857.9755859375
2050.0,2854.138427734375
2051.0,2842.72216796875
2052.0,2832.46875
2053.0,2829.341796875
2054.0,2832.521240234375
2055.0,2836.526611328125
2056.0,2835.87060546875
2057.0,2828.444091796875
2058.0,2816.92236328125
2059.0,2807.767333984375
2060.0,2806.91259765625
2061.0,2814.622802734375
2062.0,2825.216796875
2063.0,2832.89306640625
2064.0,2836.785888671875
2065.0,2838.826416015625
2066.0,2838.099853515625
2067.0,2830.814453125
2068.0,2816.86669921875
2069.0,2803.58935546875
2070.0,2800.055419921875
2071.0,2807.76025390625
2072.0,2818.300537109375
2073.0,2819.98779296875
2074.0,2805.96630859375
2075.0,2777.54833984375
2076.0,2743.07421875
2077.0,2714.546875
2078.0,2702.369384765625
2079.0,2709.644775390625
2080.0,2730.52392578125
2081.0,2754.84521484375
2082.0,2774.6142578125
2083.0,2786.19873046875
2084.0,2788.3798828125
2085.0,2781.463623046875
2086.0,2769.173828125
2087.0,2759.059326171875
2088.0,2758.357421875
2089.0,2768.849365234375
2090.0,2786.115478515625
2091.0,2803.154052734375
2092.0,2813.91259765625
2093.0,2814.5546875
2094.0,2804.310791015625
2095.0,2786.923828125
2096.0,2770.289306640625
2097.0,2762.506103515625
2098.0,2766.929931640625
2099.0,2780.481689453125
2100.0,2796.025146484375
2101.0,2806.15869140625
2102.0,2806.3388671875
2103.0,2797.177001953125
2104.0,2785.081787109375
2105.0,2779.0625
2106.0,2783.900146484375
2107.0,2794.900146484375
2108.0,2800.32470703125
2109.0,2791.210205078125
2110.0,2770.327880859375
2111.0,2751.407470703125
2112.0,2748.25439453125
2113.0,2763.23095703125
2114.0,2785.7373046875
2115.0,2801.974609375
2116.0,2806.396484375
2117.0,2804.162353515625
2118.0,2803.721923828125
2119.0,2808.41357421875
2120.0,2815.1591796875
2121.0,2819.31787109375
2122.0,2819.081298828125
2123.0,2815.7666015625
2124.0,2811.840087890625
2125.0,2809.285400390625
2126.0,2808.604248046875
2127.0,2808.390380859375
2128.0,2806.525146484375
2129.0,2802.766357421875
2130.0,2799.94580078125
2131.0,2801.83447265625
2132.0,2809.617431640625
2133.0,2820.469482421875
2134.0,2829.2119140625
2135.0,2831.452392578125
2136.0,2826.396728515625
2137.0,2817.72119140625
2138.0,2811.022216796875
2139.0,2808.9375
2140.0,2808.61376953125
2141.0,2804.791015625
2142.0,2795.196044921875
2143.0,2782.103515625
2144.0,2769.540771484375
2145.0,2761.278564453125
2146.0,2761.5986328125
2147.0,2774.413330078125
2148.0,2798.275146484375
2149.0,2823.192138671875
2150.0,2836.143310546875
2151.0,2831.99072265625
2152.0,2818.386474609375
2153.0,2808.852294921875
2154.0,2810.885498046875
2155.0,2820.615234375
2156.0,2827.9384765625
2157.0,2825.8427734375
2158.0,2815.11474609375
2159.0,2801.663818359375
2160.0,2790.969482421875
2161.0,2785.484619140625
2162.0,2785.8681640625
2163.0,2792.304931640625
2164.0,2803.40185546875
2165.0,2814.65673828125
2166.0,2819.635986328125
2167.0,2813.830810546875
2168.0,2798.5517578125
2169.0,2782.26611328125
2170.0,2777.295654296875
2171.0,2791.43310546875
2172.0,2819.48388671875
2173.0,2844.167724609375
2174.0,2849.302001953125
2175.0,2833.74169921875
2176.0,2810.80322265625
2177.0,2793.755615234375
2178.0,2784.74072265625
2179.0,2779.0830078125
2180.0,2776.156494140625
2181.0,2780.656005859375
2182.0,2793.706298828125
2183.0,2808.1884765625
2184.0,2815.76123046875
2185.0,2815.910400390625
2186.0,2815.179931640625
2187.0,2818.879150390625
2188.0,2826.3583984375
2189.0,2833.65576171875
2190.0,2837.54150390625
2191.0,2836.505615234375
2192.0,2830.89111328125
2193.0,2823.887939453125
2194.0,2820.336181640625
2195.0,2822.17578125
2196.0,2825.947021484375
2197.0,2826.709228515625
2198.0,2823.60400390625
2199.0,2819.38671875
2200.0,2815.260009765625
2201.0,2809.54833984375
2202.0,2802.49755859375
2203.0,2799.450439453125
2204.0,2806.58154296875
2205.0,2824.10595703125
2206.0,2845.156494140625
2207.0,2860.8271484375
2208.0,2865.58984375
2209.0,2859.527587890625
2210.0,2847.845703125
2211.0,2838.178466796875
2212.0,2836.070556640625
2213.0,2841.4609375
2214.0,2849.390380859375
2215.0,2854.1875
2216.0,2853.385009765625
2217.0,2848.978759765625
2218.0,2845.759521484375
2219.0,2847.305419921875
2220.0,2852.393310546875
2221.0,2856.21142578125
2222.0,2856.110107421875
2223.0,2854.6796875
2224.0,2855.63134765625
2225.0,2858.739013671875
2226.0,2861.829345703125
2227.0,2865.89990234375
2228.0,2873.302001953125
2229.0,2880.57470703125
2230.0,2878.510986328125
2231.0,2862.340576171875
2232.0,2838.469482421875
2233.0,2818.115234375
2234.0,2807.189697265625
2235.0,2805.77490234375
2236.0,2814.01953125
2237.0,2832.09521484375
2238.0,2854.4599609375
2239.0,2870.746826171875
2240.0,2875.969970703125
2241.0,2876.55029296875
2242.0,2882.423828125
2243.0,2894.7197265625
2244.0,2904.986328125
2245.0,2906.474365234375
2246.0,2902.447265625
2247.0,2901.376220703125
2248.0,2906.20263671875
2249.0,2911.51025390625
2250.0,2911.004638671875
2251.0,2904.398681640625
2252.0,2895.23486328125
2253.0,2885.0205078125
2254.0,2873.990966796875
2255.0,2867.2060546875
2256.0,2874.096923828125
2257.0,2897.832763671875
2258.0,2927.564208984375
2259.0,2946.021240234375
2260.0,2945.24951171875
2261.0,2931.847412109375
2262.0,2916.73974609375
2263.0,2904.042236328125
2264.0,2892.05126953125
2265.0,2881.287353515625
2266.0,2876.478515625
2267.0,2880.4150390625
2268.0,2889.335693359375
2269.0,2896.240478515625
2270.0,2897.73291015625
2271.0,2896.70166015625
2272.0,2898.945068359375
2273.0,2907.723876953125
2274.0,2921.0361328125
2275.0,2933.480712890625
2276.0,2940.51953125
2277.0,2940.79345703125
2278.0,2934.71826171875
2279.0,2922.61474609375
2280.0,2905.97509765625
2281.0,2889.781005859375
2282.0,2880.73486328125
2283.0,2881.726806640625
2284.0,2889.257568359375
2285.0,2897.611083984375
2286.0,2904.891845703125
2287.0,2914.064208984375
2288.0,2928.9365234375
2289.0,2950.174072265625
2290.0,2974.1318359375
2291.0,2993.83056640625
2292.0,3002.016357421875
2293.0,2996.527099609375
2294.0,2984.27392578125
2295.0,2977.949462890625
2296.0,2985.589599609375
2297.0,3002.104248046875
2298.0,3012.336669921875
2299.0,3004.708740234375
2300.0,2983.27490234375
2301.0,2965.87451171875
2302.0,2968.751220703125
2303.0,2992.12353515625
2304.0,3021.318603515625
2305.0,3041.75
2306.0,3050.80224609375
2307.0,3054.57373046875
2308.0,3056.57080078125
2309.0,3053.73583984375
2310.0,3042.842041015625
2311.0,3026.400146484375
2312.0,3010.653076171875
2313.0,3000.4560546875
2314.0,2997.732666015625
2315.0,3002.435791015625
2316.0,3012.532958984375
2317.0,3024.287109375
2318.0,3034.60546875
2319.0,3042.4375
2320.0,3046.91064453125
2321.0,3046.36572265625
2322.0,3041.94580078125
2323.0,3040.41259765625
2324.0,3048.98974609375
2325.0,3066.200927734375
2326.0,3080.48828125
2327.0,3079.677978515625
2328.0,3061.045654296875
2329.0,3032.181640625
2330.0,3004.2431640625
2331.0,2985.125
2332.0,2976.597900390625
2333.0,2975.650634765625
2334.0,2979.11474609375
2335.0,2987.671630859375
2336.0,3003.453125
2337.0,3022.364013671875
2338.0,3031.90380859375
2339.0,3021.29052734375
2340.0,2993.954345703125
2341.0,2966.1142578125
2342.0,2951.3740234375
2343.0,2949.4287109375
2344.0,2951.432861328125
2345.0,2952.83056640625
2346.0,2956.79150390625
2347.0,2966.56396484375
2348.0,2979.4306640625
2349.0,2989.716796875
2350.0,2994.80859375
2351.0,2996.358154296875
2352.0,2997.443115234375
2353.0,3000.2431640625
2354.0,3004.953369140625
2355.0,3008.9033203125
2356.0,3007.455322265625
2357.0,2997.781494140625
2358.0,2982.1767578125
2359.0,2967.0966796875
2360.0,2959.1005859375
2361.0,2961.43017578125
2362.0,2972.415771484375
2363.0,2985.61279296875
2364.0,2993.1396484375
2365.0,2991.82666015625
2366.0,2986.57421875
2367.0,2986.306884765625
2368.0,2996.529296875
2369.0,3016.36279296875
