x_original,nm,cm^-1,intensity
869.30,859.52,1102.53,7767.00
869.25,859.48,1101.97,7778.00
869.20,859.44,1101.40,7839.00
869.15,859.40,1100.83,7796.00
869.09,859.36,1100.27,7777.00
869.04,859.31,1099.70,7842.00
868.99,859.27,1099.13,7790.00
868.94,859.23,1098.57,7769.00
868.89,859.19,1098.00,7826.00
868.83,859.15,1097.43,7767.00
868.78,859.11,1096.87,7712.00
868.73,859.06,1096.30,7779.00
868.68,859.02,1095.73,7801.00
868.62,858.98,1095.16,7805.00
868.57,858.94,1094.60,7852.00
868.52,858.90,1094.03,7759.00
868.47,858.85,1093.46,7832.00
868.42,858.81,1092.90,7754.00
868.36,858.77,1092.33,7780.00
868.31,858.73,1091.76,7823.00
868.26,858.69,1091.19,7807.00
868.21,858.64,1090.63,7805.00
868.16,858.60,1090.06,7806.00
868.10,858.56,1089.49,7786.00
868.05,858.52,1088.92,7765.00
868.00,858.48,1088.35,7785.00
867.95,858.43,1087.79,7798.00
867.90,858.39,1087.22,7795.00
867.84,858.35,1086.65,7807.00
867.79,858.31,1086.08,7785.00
867.74,858.27,1085.51,7801.00
867.69,858.22,1084.95,7726.00
867.63,858.18,1084.38,7780.00
867.58,858.14,1083.81,7707.00
867.53,858.10,1083.24,7831.00
867.48,858.06,1082.67,7739.00
867.43,858.01,1082.11,7709.00
867.37,857.97,1081.54,7761.00
867.32,857.93,1080.97,7722.00
867.27,857.89,1080.40,7722.00
867.22,857.85,1079.83,7732.00
867.17,857.80,1079.26,7671.00
867.11,857.76,1078.69,7685.00
867.06,857.72,1078.12,7694.00
867.01,857.68,1077.56,7754.00
866.96,857.64,1076.99,7661.00
866.91,857.60,1076.42,7720.00
866.85,857.55,1075.85,7666.00
866.80,857.51,1075.28,7703.00
866.75,857.47,1074.71,7593.00
866.70,857.43,1074.14,7566.00
866.64,857.39,1073.57,7540.00
866.59,857.34,1073.00,7569.00
866.54,857.30,1072.43,7507.00
866.49,857.26,1071.86,7487.00
866.44,857.22,1071.30,7510.00
866.38,857.18,1070.73,7502.00
866.33,857.13,1070.16,7451.00
866.28,857.09,1069.59,7497.00
866.23,857.05,1069.02,7407.00
866.18,857.01,1068.45,7447.00
866.12,856.97,1067.88,7395.00
866.07,856.92,1067.31,7363.00
866.02,856.88,1066.74,7354.00
865.97,856.84,1066.17,7349.00
865.92,856.80,1065.60,7299.00
865.86,856.76,1065.03,7285.00
865.81,856.71,1064.46,7320.00
865.76,856.67,1063.89,7272.00
865.71,856.63,1063.32,7175.00
865.66,856.59,1062.75,7147.00
865.60,856.55,1062.18,7164.00
865.55,856.50,1061.61,7130.00
865.50,856.46,1061.04,7113.00
865.45,856.42,1060.46,7082.00
865.39,856.38,1059.89,7029.00
865.34,856.34,1059.32,7033.00
865.29,856.29,1058.75,6966.00
865.24,856.25,1058.18,6996.00
865.19,856.21,1057.61,6929.00
865.13,856.17,1057.04,6932.00
865.08,856.13,1056.47,6914.00
865.03,856.08,1055.90,6884.00
864.98,856.04,1055.33,6836.00
864.93,856.00,1054.76,6813.00
864.87,855.96,1054.19,6788.00
864.82,855.92,1053.61,6833.00
864.77,855.88,1053.04,6731.00
864.72,855.83,1052.47,6767.00
864.67,855.79,1051.90,6770.00
864.61,855.75,1051.33,6752.00
864.56,855.71,1050.76,6734.00
864.51,855.67,1050.19,6781.00
864.46,855.62,1049.61,6769.00
864.40,855.58,1049.04,6797.00
864.35,855.54,1048.47,6779.00
864.30,855.50,1047.90,6852.00
864.25,855.46,1047.33,6777.00
864.20,855.41,1046.76,6847.00
864.14,855.37,1046.18,6925.00
864.09,855.33,1045.61,6945.00
864.04,855.29,1045.04,6995.00
863.99,855.25,1044.47,7038.00
863.94,855.20,1043.90,7138.00
863.88,855.16,1043.32,7220.00
863.83,855.12,1042.75,7283.00
863.78,855.08,1042.18,7377.00
863.73,855.04,1041.61,7465.00
863.68,854.99,1041.03,7635.00
863.62,854.95,1040.46,7734.00
863.57,854.91,1039.89,7891.00
863.52,854.87,1039.32,7977.00
863.47,854.83,1038.74,8119.00
863.41,854.78,1038.17,8302.00
863.36,854.74,1037.60,8404.00
863.31,854.70,1037.03,8544.00
863.26,854.66,1036.45,8736.00
863.21,854.62,1035.88,8827.00
863.15,854.57,1035.31,9027.00
863.10,854.53,1034.73,9140.00
863.05,854.49,1034.16,9338.00
863.00,854.45,1033.59,9477.00
862.95,854.41,1033.01,9642.00
862.89,854.37,1032.44,9831.00
862.84,854.32,1031.87,10009.00
862.79,854.28,1031.29,10168.00
862.74,854.24,1030.72,10356.00
862.69,854.20,1030.15,10519.00
862.63,854.16,1029.57,10761.00
862.58,854.11,1029.00,10941.00
862.53,854.07,1028.43,11014.00
862.48,854.03,1027.85,11224.00
862.43,853.99,1027.28,11372.00
862.37,853.95,1026.70,11630.00
862.32,853.90,1026.13,11748.00
862.27,853.86,1025.56,11910.00
862.22,853.82,1024.98,12120.00
862.16,853.78,1024.41,12236.00
862.11,853.74,1023.83,12457.00
862.06,853.69,1023.26,12669.00
862.01,853.65,1022.69,12911.00
861.96,853.61,1022.11,12950.00
861.90,853.57,1021.54,13189.00
861.85,853.53,1020.96,13338.00
861.80,853.48,1020.39,13539.00
861.75,853.44,1019.81,13712.00
861.70,853.40,1019.24,13936.00
861.64,853.36,1018.67,14079.00
861.59,853.32,1018.09,14358.00
861.54,853.27,1017.52,14424.00
861.49,853.23,1016.94,14612.00
861.44,853.19,1016.37,14760.00
861.38,853.15,1015.79,14914.00
861.33,853.11,1015.22,15114.00
861.28,853.06,1014.64,15266.00
861.23,853.02,1014.07,15400.00
861.17,852.98,1013.49,15596.00
861.12,852.94,1012.92,15624.00
861.07,852.90,1012.34,15825.00
861.02,852.86,1011.77,15917.00
860.97,852.81,1011.19,16030.00
860.91,852.77,1010.61,16137.00
860.86,852.73,1010.04,16288.00
860.81,852.69,1009.46,16361.00
860.76,852.65,1008.89,16492.00
860.71,852.60,1008.31,16557.00
860.65,852.56,1007.74,16600.00
860.60,852.52,1007.16,16660.00
860.55,852.48,1006.58,16847.00
860.50,852.44,1006.01,16844.00
860.45,852.39,1005.43,16857.00
860.39,852.35,1004.86,16963.00
860.34,852.31,1004.28,17108.00
860.29,852.27,1003.70,17090.00
860.24,852.23,1003.13,17016.00
860.18,852.18,1002.55,17172.00
860.13,852.14,1001.98,17287.00
860.08,852.10,1001.40,17222.00
860.03,852.06,1000.82,17242.00
859.98,852.02,1000.25,17232.00
859.92,851.97,999.67,17347.00
859.87,851.93,999.09,17296.00
859.82,851.89,998.52,17270.00
859.77,851.85,997.94,17302.00
859.72,851.81,997.36,17436.00
859.66,851.76,996.79,17491.00
859.61,851.72,996.21,17446.00
859.56,851.68,995.63,17449.00
859.51,851.64,995.06,17486.00
859.46,851.60,994.48,17548.00
859.40,851.55,993.90,17477.00
859.35,851.51,993.33,17535.00
859.30,851.47,992.75,17602.00
859.25,851.43,992.17,17604.00
859.20,851.39,991.59,17603.00
859.14,851.34,991.02,17600.00
859.09,851.30,990.44,17652.00
859.04,851.26,989.86,17574.00
858.99,851.22,989.28,17565.00
858.93,851.18,988.71,17600.00
858.88,851.14,988.13,17593.00
858.83,851.09,987.55,17551.00
858.78,851.05,986.97,17558.00
858.73,851.01,986.40,17506.00
858.67,850.97,985.82,17436.00
858.62,850.93,985.24,17468.00
858.57,850.88,984.66,17440.00
858.52,850.84,984.08,17403.00
858.47,850.80,983.51,17346.00
858.41,850.76,982.93,17230.00
858.36,850.72,982.35,17236.00
858.31,850.67,981.77,17166.00
858.26,850.63,981.19,17146.00
858.21,850.59,980.61,16997.00
858.15,850.55,980.04,16941.00
858.10,850.51,979.46,16867.00
858.05,850.46,978.88,16703.00
858.00,850.42,978.30,16622.00
857.94,850.38,977.72,16515.00
857.89,850.34,977.14,16392.00
857.84,850.30,976.56,16343.00
857.79,850.25,975.99,16240.00
857.74,850.21,975.41,16004.00
857.68,850.17,974.83,15941.00
857.63,850.13,974.25,15785.00
857.58,850.09,973.67,15787.00
857.53,850.04,973.09,15646.00
857.48,850.00,972.51,15514.00
857.42,849.96,971.93,15463.00
857.37,849.92,971.35,15294.00
857.32,849.88,970.77,15251.00
857.27,849.83,970.19,15065.00
857.22,849.79,969.61,15001.00
857.16,849.75,969.04,14885.00
857.11,849.71,968.46,14837.00
857.06,849.67,967.88,14751.00
857.01,849.63,967.30,14759.00
856.95,849.58,966.72,14596.00
856.90,849.54,966.14,14541.00
856.85,849.50,965.56,14556.00
856.80,849.46,964.98,14511.00
856.75,849.42,964.40,14358.00
856.69,849.37,963.82,14350.00
856.64,849.33,963.24,14192.00
856.59,849.29,962.66,14169.00
856.54,849.25,962.08,14104.00
856.49,849.21,961.50,13927.00
856.43,849.16,960.92,13870.00
856.38,849.12,960.34,13874.00
856.33,849.08,959.76,13677.00
856.28,849.04,959.17,13616.00
856.23,849.00,958.59,13463.00
856.17,848.95,958.01,13329.00
856.12,848.91,957.43,13137.00
856.07,848.87,956.85,13080.00
856.02,848.83,956.27,12980.00
855.97,848.79,955.69,12818.00
855.91,848.74,955.11,12696.00
855.86,848.70,954.53,12567.00
855.81,848.66,953.95,12446.00
855.76,848.62,953.37,12359.00
855.70,848.58,952.79,12215.00
855.65,848.53,952.20,12031.00
855.60,848.49,951.62,12007.00
855.55,848.45,951.04,11880.00
855.50,848.41,950.46,11877.00
855.44,848.37,949.88,11742.00
855.39,848.32,949.30,11755.00
855.34,848.28,948.72,11660.00
855.29,848.24,948.13,11598.00
855.24,848.20,947.55,11532.00
855.18,848.16,946.97,11471.00
855.13,848.12,946.39,11495.00
855.08,848.07,945.81,11421.00
855.03,848.03,945.23,11481.00
854.98,847.99,944.64,11342.00
854.92,847.95,944.06,11415.00
854.87,847.91,943.48,11453.00
854.82,847.86,942.90,11458.00
854.77,847.82,942.32,11423.00
854.71,847.78,941.73,11483.00
854.66,847.74,941.15,11460.00
854.61,847.70,940.57,11501.00
854.56,847.65,939.99,11468.00
854.51,847.61,939.40,11482.00
854.45,847.57,938.82,11507.00
854.40,847.53,938.24,11510.00
854.35,847.49,937.66,11505.00
854.30,847.44,937.07,11550.00
854.25,847.40,936.49,11590.00
854.19,847.36,935.91,11573.00
854.14,847.32,935.33,11587.00
854.09,847.28,934.74,11597.00
854.04,847.23,934.16,11640.00
853.99,847.19,933.58,11614.00
853.93,847.15,932.99,11598.00
853.88,847.11,932.41,11583.00
853.83,847.07,931.83,11551.00
853.78,847.02,931.24,11574.00
853.72,846.98,930.66,11613.00
853.67,846.94,930.08,11597.00
853.62,846.90,929.49,11560.00
853.57,846.86,928.91,11539.00
853.52,846.81,928.33,11480.00
853.46,846.77,927.74,11457.00
853.41,846.73,927.16,11377.00
853.36,846.69,926.58,11387.00
853.31,846.65,925.99,11326.00
853.26,846.60,925.41,11345.00
853.20,846.56,924.82,11240.00
853.15,846.52,924.24,11224.00
853.10,846.48,923.66,11229.00
853.05,846.44,923.07,11233.00
853.00,846.40,922.49,11251.00
852.94,846.35,921.90,11196.00
852.89,846.31,921.32,11247.00
852.84,846.27,920.74,11171.00
852.79,846.23,920.15,11170.00
852.74,846.19,919.57,11165.00
852.68,846.14,918.98,11169.00
852.63,846.10,918.40,11200.00
852.58,846.06,917.81,11213.00
852.53,846.02,917.23,11302.00
852.47,845.98,916.64,11305.00
852.42,845.93,916.06,11381.00
852.37,845.89,915.47,11359.00
852.32,845.85,914.89,11315.00
852.27,845.81,914.30,11349.00
852.21,845.77,913.72,11404.00
852.16,845.72,913.13,11365.00
852.11,845.68,912.55,11432.00
852.06,845.64,911.96,11342.00
852.01,845.60,911.38,11472.00
851.95,845.56,910.79,11436.00
851.90,845.51,910.21,11446.00
851.85,845.47,909.62,11500.00
851.80,845.43,909.04,11578.00
851.75,845.39,908.45,11604.00
851.69,845.35,907.87,11616.00
851.64,845.30,907.28,11666.00
851.59,845.26,906.69,11638.00
851.54,845.22,906.11,11608.00
851.48,845.18,905.52,11552.00
851.43,845.14,904.94,11613.00
851.38,845.09,904.35,11580.00
851.33,845.05,903.77,11566.00
851.28,845.01,903.18,11522.00
851.22,844.97,902.59,11514.00
851.17,844.93,902.01,11537.00
851.12,844.89,901.42,11529.00
851.07,844.84,900.83,11551.00
851.02,844.80,900.25,11517.00
850.96,844.76,899.66,11630.00
850.91,844.72,899.08,11603.00
850.86,844.68,898.49,11667.00
850.81,844.63,897.90,11664.00
850.76,844.59,897.32,11787.00
850.70,844.55,896.73,11804.00
850.65,844.51,896.14,11877.00
850.60,844.47,895.56,11872.00
850.55,844.42,894.97,12032.00
850.49,844.38,894.38,11996.00
850.44,844.34,893.80,12090.00
850.39,844.30,893.21,12106.00
850.34,844.26,892.62,12301.00
850.29,844.21,892.03,12361.00
850.23,844.17,891.45,12458.00
850.18,844.13,890.86,12606.00
850.13,844.09,890.27,12705.00
850.08,844.05,889.68,12860.00
850.03,844.00,889.10,13008.00
849.97,843.96,888.51,13187.00
849.92,843.92,887.92,13388.00
849.87,843.88,887.33,13483.00
849.82,843.84,886.75,13524.00
849.77,843.79,886.16,13730.00
849.71,843.75,885.57,13936.00
849.66,843.71,884.98,13982.00
849.61,843.67,884.40,14159.00
849.56,843.63,883.81,14332.00
849.51,843.58,883.22,14429.00
849.45,843.54,882.63,14579.00
849.40,843.50,882.04,14808.00
849.35,843.46,881.46,15018.00
849.30,843.42,880.87,15134.00
849.24,843.37,880.28,15267.00
849.19,843.33,879.69,15455.00
849.14,843.29,879.10,15579.00
849.09,843.25,878.51,15648.00
849.04,843.21,877.92,15756.00
848.98,843.17,877.34,15810.00
848.93,843.12,876.75,15944.00
848.88,843.08,876.16,16188.00
848.83,843.04,875.57,16234.00
848.78,843.00,874.98,16368.00
848.72,842.96,874.39,16388.00
848.67,842.91,873.80,16532.00
848.62,842.87,873.21,16719.00
848.57,842.83,872.63,16784.00
848.52,842.79,872.04,16900.00
848.46,842.75,871.45,17042.00
848.41,842.70,870.86,17130.00
848.36,842.66,870.27,17319.00
848.31,842.62,869.68,17462.00
848.25,842.58,869.09,17644.00
848.20,842.54,868.50,17757.00
848.15,842.49,867.91,17833.00
848.10,842.45,867.32,17970.00
848.05,842.41,866.73,18175.00
847.99,842.37,866.14,18269.00
847.94,842.33,865.55,18399.00
847.89,842.28,864.96,18575.00
847.84,842.24,864.37,18677.00
847.79,842.20,863.78,18820.00
847.73,842.16,863.19,18892.00
847.68,842.12,862.60,19072.00
847.63,842.07,862.01,19117.00
847.58,842.03,861.42,19267.00
847.53,841.99,860.83,19364.00
847.47,841.95,860.24,19464.00
847.42,841.91,859.65,19539.00
847.37,841.86,859.06,19710.00
847.32,841.82,858.47,19668.00
847.26,841.78,857.88,19850.00
847.21,841.74,857.29,19892.00
847.16,841.70,856.70,20003.00
847.11,841.66,856.11,19991.00
847.06,841.61,855.52,19992.00
847.00,841.57,854.93,20176.00
846.95,841.53,854.34,20026.00
846.90,841.49,853.74,20196.00
846.85,841.45,853.15,20182.00
846.80,841.40,852.56,20300.00
846.74,841.36,851.97,20211.00
846.69,841.32,851.38,20286.00
846.64,841.28,850.79,20291.00
846.59,841.24,850.20,20451.00
846.54,841.19,849.61,20355.00
846.48,841.15,849.01,20351.00
846.43,841.11,848.42,20323.00
846.38,841.07,847.83,20432.00
846.33,841.03,847.24,20394.00
846.28,840.98,846.65,20424.00
846.22,840.94,846.06,20373.00
846.17,840.90,845.46,20444.00
846.12,840.86,844.87,20497.00
846.07,840.82,844.28,20522.00
846.01,840.77,843.69,20420.00
845.96,840.73,843.10,20558.00
845.91,840.69,842.50,20470.00
845.86,840.65,841.91,20542.00
845.81,840.61,841.32,20539.00
845.75,840.56,840.73,20581.00
845.70,840.52,840.14,20551.00
845.65,840.48,839.54,20683.00
845.60,840.44,838.95,20558.00
845.55,840.40,838.36,20589.00
845.49,840.35,837.77,20512.00
845.44,840.31,837.17,20575.00
845.39,840.27,836.58,20522.00
845.34,840.23,835.99,20548.00
845.29,840.19,835.40,20645.00
845.23,840.15,834.80,20589.00
845.18,840.10,834.21,20592.00
845.13,840.06,833.62,20643.00
845.08,840.02,833.02,20633.00
845.02,839.98,832.43,20668.00
844.97,839.94,831.84,20564.00
844.92,839.89,831.24,20570.00
844.87,839.85,830.65,20473.00
844.82,839.81,830.06,20588.00
844.76,839.77,829.46,20552.00
844.71,839.73,828.87,20518.00
844.66,839.68,828.28,20362.00
844.61,839.64,827.68,20370.00
844.56,839.60,827.09,20336.00
844.50,839.56,826.50,20319.00
844.45,839.52,825.90,20264.00
844.40,839.47,825.31,20158.00
844.35,839.43,824.72,20017.00
844.30,839.39,824.12,20049.00
844.24,839.35,823.53,19868.00
844.19,839.31,822.93,19907.00
844.14,839.26,822.34,19867.00
844.09,839.22,821.75,19717.00
844.03,839.18,821.15,19546.00
843.98,839.14,820.56,19461.00
843.93,839.10,819.96,19313.00
843.88,839.05,819.37,19297.00
843.83,839.01,818.77,19091.00
843.77,838.97,818.18,18885.00
843.72,838.93,817.58,18842.00
843.67,838.89,816.99,18640.00
843.62,838.84,816.40,18616.00
843.57,838.80,815.80,18395.00
843.51,838.76,815.21,18315.00
843.46,838.72,814.61,18217.00
843.41,838.68,814.02,18040.00
843.36,838.63,813.42,17996.00
843.31,838.59,812.83,17847.00
843.25,838.55,812.23,17722.00
843.20,838.51,811.64,17543.00
843.15,838.47,811.04,17577.00
843.10,838.43,810.45,17450.00
843.05,838.38,809.85,17382.00
842.99,838.34,809.25,17151.00
842.94,838.30,808.66,17063.00
842.89,838.26,808.06,16926.00
842.84,838.22,807.47,16916.00
842.78,838.17,806.87,16860.00
842.73,838.13,806.28,16702.00
842.68,838.09,805.68,16635.00
842.63,838.05,805.08,16652.00
842.58,838.01,804.49,16511.00
842.52,837.96,803.89,16488.00
842.47,837.92,803.30,16434.00
842.42,837.88,802.70,16423.00
842.37,837.84,802.10,16239.00
842.32,837.80,801.51,16264.00
842.26,837.75,800.91,16174.00
842.21,837.71,800.32,16256.00
842.16,837.67,799.72,16128.00
842.11,837.63,799.12,16161.00
842.06,837.59,798.53,16158.00
842.00,837.54,797.93,16111.00
841.95,837.50,797.33,16082.00
841.90,837.46,796.74,16045.00
841.85,837.42,796.14,15959.00
841.79,837.38,795.54,16118.00
841.74,837.33,794.95,16052.00
841.69,837.29,794.35,16001.00
841.64,837.25,793.75,16034.00
841.59,837.21,793.16,16071.00
841.53,837.17,792.56,16112.00
841.48,837.12,791.96,16060.00
841.43,837.08,791.36,16089.00
841.38,837.04,790.77,16102.00
841.33,837.00,790.17,16215.00
841.27,836.96,789.57,16216.00
841.22,836.92,788.98,16174.00
841.17,836.87,788.38,16272.00
841.12,836.83,787.78,16315.00
841.07,836.79,787.18,16393.00
841.01,836.75,786.59,16474.00
840.96,836.71,785.99,16498.00
840.91,836.66,785.39,16593.00
840.86,836.62,784.79,16656.00
840.80,836.58,784.19,16718.00
840.75,836.54,783.60,16803.00
840.70,836.50,783.00,16951.00
840.65,836.45,782.40,16931.00
840.60,836.41,781.80,17199.00
840.54,836.37,781.20,17258.00
840.49,836.33,780.61,17398.00
840.44,836.29,780.01,17577.00
840.39,836.24,779.41,17481.00
840.34,836.20,778.81,17656.00
840.28,836.16,778.21,17759.00
840.23,836.12,777.61,17880.00
840.18,836.08,777.01,17956.00
840.13,836.03,776.42,18149.00
840.08,835.99,775.82,18200.00
840.02,835.95,775.22,18253.00
839.97,835.91,774.62,18371.00
839.92,835.87,774.02,18433.00
839.87,835.82,773.42,18525.00
839.82,835.78,772.82,18546.00
839.76,835.74,772.22,18572.00
839.71,835.70,771.62,18558.00
839.66,835.66,771.02,18610.00
839.61,835.61,770.43,18629.00
839.55,835.57,769.83,18526.00
839.50,835.53,769.23,18635.00
839.45,835.49,768.63,18593.00
839.40,835.45,768.03,18651.00
839.35,835.41,767.43,18572.00
839.29,835.36,766.83,18578.00
839.24,835.32,766.23,18429.00
839.19,835.28,765.63,18441.00
839.14,835.24,765.03,18406.00
839.09,835.20,764.43,18225.00
839.03,835.15,763.83,18128.00
838.98,835.11,763.23,18077.00
838.93,835.07,762.63,17966.00
838.88,835.03,762.03,17885.00
838.83,834.99,761.43,17817.00
838.77,834.94,760.83,17753.00
838.72,834.90,760.23,17634.00
838.67,834.86,759.63,17573.00
838.62,834.82,759.03,17382.00
838.56,834.78,758.43,17300.00
838.51,834.73,757.83,17174.00
838.46,834.69,757.23,17098.00
838.41,834.65,756.63,16918.00
838.36,834.61,756.02,16908.00
838.30,834.57,755.42,16825.00
838.25,834.52,754.82,16767.00
838.20,834.48,754.22,16604.00
838.15,834.44,753.62,16520.00
838.10,834.40,753.02,16430.00
838.04,834.36,752.42,16409.00
837.99,834.31,751.82,16313.00
837.94,834.27,751.22,16260.00
837.89,834.23,750.62,16115.00
837.84,834.19,750.01,16088.00
837.78,834.15,749.41,16019.00
837.73,834.10,748.81,15936.00
837.68,834.06,748.21,15859.00
837.63,834.02,747.61,15860.00
837.57,833.98,747.01,15743.00
837.52,833.94,746.40,15555.00
837.47,833.89,745.80,15511.00
837.42,833.85,745.20,15462.00
837.37,833.81,744.60,15307.00
837.31,833.77,744.00,15115.00
837.26,833.73,743.40,15010.00
837.21,833.69,742.79,14937.00
837.16,833.64,742.19,14702.00
837.11,833.60,741.59,14653.00
837.05,833.56,740.99,14532.00
837.00,833.52,740.38,14382.00
836.95,833.48,739.78,14300.00
836.90,833.43,739.18,14201.00
836.85,833.39,738.58,14106.00
836.79,833.35,737.97,14014.00
836.74,833.31,737.37,13934.00
836.69,833.27,736.77,13826.00
836.64,833.22,736.17,13752.00
836.59,833.18,735.56,13682.00
836.53,833.14,734.96,13631.00
836.48,833.10,734.36,13594.00
836.43,833.06,733.75,13559.00
836.38,833.01,733.15,13488.00
836.32,832.97,732.55,13461.00
836.27,832.93,731.95,13422.00
836.22,832.89,731.34,13364.00
836.17,832.85,730.74,13273.00
836.12,832.80,730.14,13397.00
836.06,832.76,729.53,13288.00
836.01,832.72,728.93,13273.00
835.96,832.68,728.33,13246.00
835.91,832.64,727.72,13152.00
835.86,832.59,727.12,13122.00
835.80,832.55,726.51,13091.00
835.75,832.51,725.91,13040.00
835.70,832.47,725.31,13061.00
835.65,832.43,724.70,13077.00
835.60,832.38,724.10,13014.00
835.54,832.34,723.50,13006.00
835.49,832.30,722.89,13046.00
835.44,832.26,722.29,13065.00
835.39,832.22,721.68,12974.00
835.33,832.18,721.08,13003.00
835.28,832.13,720.47,13026.00
835.23,832.09,719.87,13073.00
835.18,832.05,719.27,13010.00
835.13,832.01,718.66,13015.00
835.07,831.97,718.06,13003.00
835.02,831.92,717.45,13031.00
834.97,831.88,716.85,12910.00
834.92,831.84,716.24,12855.00
834.87,831.80,715.64,12807.00
834.81,831.76,715.03,12912.00
834.76,831.71,714.43,12888.00
834.71,831.67,713.82,12830.00
834.66,831.63,713.22,12803.00
834.61,831.59,712.61,12777.00
834.55,831.55,712.01,12784.00
834.50,831.50,711.40,12835.00
834.45,831.46,710.80,12745.00
834.40,831.42,710.19,12720.00
834.34,831.38,709.59,12676.00
834.29,831.34,708.98,12644.00
834.24,831.29,708.38,12650.00
834.19,831.25,707.77,12690.00
834.14,831.21,707.16,12538.00
834.08,831.17,706.56,12636.00
834.03,831.13,705.95,12611.00
833.98,831.08,705.35,12490.00
833.93,831.04,704.74,12454.00
833.88,831.00,704.13,12471.00
833.82,830.96,703.53,12442.00
833.77,830.92,702.92,12366.00
833.72,830.87,702.32,12349.00
833.67,830.83,701.71,12376.00
833.62,830.79,701.10,12398.00
833.56,830.75,700.50,12441.00
833.51,830.71,699.89,12399.00
833.46,830.66,699.28,12420.00
833.41,830.62,698.68,12442.00
833.36,830.58,698.07,12315.00
833.30,830.54,697.47,12406.00
833.25,830.50,696.86,12424.00
833.20,830.46,696.25,12447.00
833.15,830.41,695.64,12502.00
833.09,830.37,695.04,12471.00
833.04,830.33,694.43,12666.00
832.99,830.29,693.82,12577.00
832.94,830.25,693.22,12672.00
832.89,830.20,692.61,12723.00
832.83,830.16,692.00,12906.00
832.78,830.12,691.40,12842.00
832.73,830.08,690.79,12877.00
832.68,830.04,690.18,12880.00
832.63,829.99,689.57,12870.00
832.57,829.95,688.97,12854.00
832.52,829.91,688.36,12895.00
832.47,829.87,687.75,12805.00
832.42,829.83,687.14,12770.00
832.37,829.78,686.54,12831.00
832.31,829.74,685.93,12859.00
832.26,829.70,685.32,12940.00
832.21,829.66,684.71,13002.00
832.16,829.62,684.10,13034.00
832.10,829.57,683.50,13011.00
832.05,829.53,682.89,13105.00
832.00,829.49,682.28,13140.00
831.95,829.45,681.67,13180.00
831.90,829.41,681.06,13246.00
831.84,829.36,680.45,13357.00
831.79,829.32,679.85,13427.00
831.74,829.28,679.24,13458.00
831.69,829.24,678.63,13578.00
831.64,829.20,678.02,13605.00
831.58,829.15,677.41,13711.00
831.53,829.11,676.80,13789.00
831.48,829.07,676.19,13857.00
831.43,829.03,675.59,13860.00
831.38,828.99,674.98,13974.00
831.32,828.95,674.37,14030.00
831.27,828.90,673.76,14091.00
831.22,828.86,673.15,14137.00
831.17,828.82,672.54,14320.00
831.11,828.78,671.93,14417.00
831.06,828.74,671.32,14496.00
831.01,828.69,670.71,14586.00
830.96,828.65,670.10,14723.00
830.91,828.61,669.49,14897.00
830.85,828.57,668.88,15071.00
830.80,828.53,668.27,15193.00
830.75,828.48,667.66,15444.00
830.70,828.44,667.06,15605.00
830.65,828.40,666.45,15874.00
830.59,828.36,665.84,15828.00
830.54,828.32,665.23,16037.00
830.49,828.27,664.62,16107.00
830.44,828.23,664.01,16278.00
830.39,828.19,663.40,16309.00
830.33,828.15,662.79,16547.00
830.28,828.11,662.18,16640.00
830.23,828.06,661.56,16670.00
830.18,828.02,660.95,16777.00
830.13,827.98,660.34,16913.00
830.07,827.94,659.73,16948.00
830.02,827.90,659.12,17081.00
829.97,827.85,658.51,17139.00
829.92,827.81,657.90,17264.00
829.86,827.77,657.29,17328.00
829.81,827.73,656.68,17547.00
829.76,827.69,656.07,17690.00
829.71,827.64,655.46,17766.00
829.66,827.60,654.85,17862.00
829.60,827.56,654.24,17963.00
829.55,827.52,653.63,18192.00
829.50,827.48,653.01,18254.00
829.45,827.44,652.40,18380.00
829.40,827.39,651.79,18485.00
829.34,827.35,651.18,18510.00
829.29,827.31,650.57,18645.00
829.24,827.27,649.96,18645.00
829.19,827.23,649.35,18851.00
829.14,827.18,648.74,18968.00
829.08,827.14,648.12,18968.00
829.03,827.10,647.51,19030.00
828.98,827.06,646.90,19264.00
828.93,827.02,646.29,19196.00
828.87,826.97,645.68,19321.00
828.82,826.93,645.06,19436.00
828.77,826.89,644.45,19465.00
828.72,826.85,643.84,19579.00
828.67,826.81,643.23,19593.00
828.61,826.76,642.62,19638.00
828.56,826.72,642.00,19674.00
828.51,826.68,641.39,19812.00
828.46,826.64,640.78,19827.00
828.41,826.60,640.17,19837.00
828.35,826.55,639.55,19787.00
828.30,826.51,638.94,19878.00
828.25,826.47,638.33,19974.00
828.20,826.43,637.72,19893.00
828.15,826.39,637.10,19925.00
828.09,826.34,636.49,19922.00
828.04,826.30,635.88,19956.00
827.99,826.26,635.26,19998.00
827.94,826.22,634.65,19991.00
827.88,826.18,634.04,19991.00
827.83,826.13,633.43,19944.00
827.78,826.09,632.81,19977.00
827.73,826.05,632.20,20002.00
827.68,826.01,631.59,20002.00
827.62,825.97,630.97,19903.00
827.57,825.92,630.36,19948.00
827.52,825.88,629.75,19934.00
827.47,825.84,629.13,20030.00
827.42,825.80,628.52,20081.00
827.36,825.76,627.90,20002.00
827.31,825.72,627.29,20002.00
827.26,825.67,626.68,19995.00
827.21,825.63,626.06,19914.00
827.16,825.59,625.45,19894.00
827.10,825.55,624.84,19903.00
