x_original,nm,cm^-1,intensity
909.73,892.08,1526.05,8896.00
909.68,892.03,1525.52,8937.00
909.62,891.99,1525.00,8955.00
909.57,891.95,1524.47,9022.00
909.52,891.91,1523.95,9022.00
909.47,891.87,1523.42,9050.00
909.42,891.82,1522.89,9107.00
909.36,891.78,1522.37,9132.00
909.31,891.74,1521.84,9187.00
909.26,891.70,1521.31,9154.00
909.21,891.66,1520.79,9184.00
909.16,891.61,1520.26,9154.00
909.10,891.57,1519.74,9206.00
909.05,891.53,1519.21,9210.00
909.00,891.49,1518.68,9265.00
908.95,891.45,1518.16,9252.00
908.90,891.40,1517.63,9321.00
908.84,891.36,1517.10,9334.00
908.79,891.32,1516.58,9323.00
908.74,891.28,1516.05,9330.00
908.69,891.24,1515.52,9322.00
908.64,891.19,1515.00,9336.00
908.58,891.15,1514.47,9339.00
908.53,891.11,1513.94,9333.00
908.48,891.07,1513.41,9336.00
908.43,891.03,1512.89,9359.00
908.37,890.99,1512.36,9315.00
908.32,890.94,1511.83,9381.00
908.27,890.90,1511.31,9385.00
908.22,890.86,1510.78,9401.00
908.17,890.82,1510.25,9304.00
908.11,890.78,1509.72,9369.00
908.06,890.73,1509.20,9325.00
908.01,890.69,1508.67,9272.00
907.96,890.65,1508.14,9346.00
907.91,890.61,1507.61,9327.00
907.85,890.57,1507.09,9388.00
907.80,890.52,1506.56,9386.00
907.75,890.48,1506.03,9377.00
907.70,890.44,1505.50,9381.00
907.65,890.40,1504.98,9409.00
907.59,890.36,1504.45,9389.00
907.54,890.31,1503.92,9444.00
907.49,890.27,1503.39,9411.00
907.44,890.23,1502.86,9396.00
907.38,890.19,1502.34,9394.00
907.33,890.15,1501.81,9374.00
907.28,890.10,1501.28,9382.00
907.23,890.06,1500.75,9460.00
907.18,890.02,1500.22,9369.00
907.12,889.98,1499.69,9357.00
907.07,889.94,1499.17,9426.00
907.02,889.89,1498.64,9351.00
906.97,889.85,1498.11,9378.00
906.92,889.81,1497.58,9359.00
906.86,889.77,1497.05,9359.00
906.81,889.73,1496.52,9373.00
906.76,889.68,1495.99,9411.00
906.71,889.64,1495.47,9376.00
906.66,889.60,1494.94,9430.00
906.60,889.56,1494.41,9368.00
906.55,889.52,1493.88,9403.00
906.50,889.47,1493.35,9401.00
906.45,889.43,1492.82,9295.00
906.39,889.39,1492.29,9423.00
906.34,889.35,1491.76,9393.00
906.29,889.31,1491.23,9370.00
906.24,889.27,1490.71,9310.00
906.19,889.22,1490.18,9393.00
906.13,889.18,1489.65,9426.00
906.08,889.14,1489.12,9419.00
906.03,889.10,1488.59,9470.00
905.98,889.06,1488.06,9462.00
905.93,889.01,1487.53,9362.00
905.87,888.97,1487.00,9422.00
905.82,888.93,1486.47,9379.00
905.77,888.89,1485.94,9449.00
905.72,888.85,1485.41,9452.00
905.67,888.80,1484.88,9453.00
905.61,888.76,1484.35,9474.00
905.56,888.72,1483.82,9448.00
905.51,888.68,1483.29,9436.00
905.46,888.64,1482.76,9433.00
905.41,888.59,1482.23,9496.00
905.35,888.55,1481.70,9394.00
905.30,888.51,1481.17,9447.00
905.25,888.47,1480.64,9438.00
905.20,888.43,1480.11,9369.00
905.14,888.38,1479.58,9422.00
905.09,888.34,1479.05,9425.00
905.04,888.30,1478.52,9417.00
904.99,888.26,1477.99,9439.00
904.94,888.22,1477.46,9418.00
904.88,888.17,1476.93,9429.00
904.83,888.13,1476.40,9422.00
904.78,888.09,1475.87,9470.00
904.73,888.05,1475.34,9386.00
904.68,888.01,1474.81,9417.00
904.62,887.96,1474.28,9374.00
904.57,887.92,1473.75,9386.00
904.52,887.88,1473.22,9430.00
904.47,887.84,1472.68,9366.00
904.42,887.80,1472.15,9375.00
904.36,887.76,1471.62,9359.00
904.31,887.71,1471.09,9377.00
904.26,887.67,1470.56,9301.00
904.21,887.63,1470.03,9368.00
904.15,887.59,1469.50,9389.00
904.10,887.55,1468.97,9396.00
904.05,887.50,1468.44,9417.00
904.00,887.46,1467.90,9428.00
903.95,887.42,1467.37,9412.00
903.89,887.38,1466.84,9435.00
903.84,887.34,1466.31,9361.00
903.79,887.29,1465.78,9395.00
903.74,887.25,1465.25,9416.00
903.69,887.21,1464.72,9360.00
903.63,887.17,1464.18,9393.00
903.58,887.13,1463.65,9382.00
903.53,887.08,1463.12,9341.00
903.48,887.04,1462.59,9394.00
903.43,887.00,1462.06,9386.00
903.37,886.96,1461.52,9374.00
903.32,886.92,1460.99,9333.00
903.27,886.87,1460.46,9313.00
903.22,886.83,1459.93,9356.00
903.16,886.79,1459.40,9344.00
903.11,886.75,1458.86,9296.00
903.06,886.71,1458.33,9425.00
903.01,886.66,1457.80,9449.00
902.96,886.62,1457.27,9423.00
902.90,886.58,1456.74,9381.00
902.85,886.54,1456.20,9475.00
902.80,886.50,1455.67,9465.00
902.75,886.45,1455.14,9354.00
902.70,886.41,1454.61,9384.00
902.64,886.37,1454.07,9390.00
902.59,886.33,1453.54,9384.00
902.54,886.29,1453.01,9449.00
902.49,886.25,1452.47,9434.00
902.44,886.20,1451.94,9400.00
902.38,886.16,1451.41,9402.00
902.33,886.12,1450.88,9381.00
902.28,886.08,1450.34,9412.00
902.23,886.04,1449.81,9434.00
902.18,885.99,1449.28,9338.00
902.12,885.95,1448.74,9434.00
902.07,885.91,1448.21,9421.00
902.02,885.87,1447.68,9415.00
901.97,885.83,1447.14,9383.00
901.91,885.78,1446.61,9378.00
901.86,885.74,1446.08,9381.00
901.81,885.70,1445.54,9478.00
901.76,885.66,1445.01,9416.00
901.71,885.62,1444.48,9395.00
901.65,885.57,1443.94,9389.00
901.60,885.53,1443.41,9419.00
901.55,885.49,1442.88,9396.00
901.50,885.45,1442.34,9389.00
901.45,885.41,1441.81,9368.00
901.39,885.36,1441.27,9402.00
901.34,885.32,1440.74,9310.00
901.29,885.28,1440.21,9352.00
901.24,885.24,1439.67,9388.00
901.19,885.20,1439.14,9377.00
901.13,885.15,1438.60,9359.00
901.08,885.11,1438.07,9326.00
901.03,885.07,1437.54,9390.00
900.98,885.03,1437.00,9381.00
900.92,884.99,1436.47,9355.00
900.87,884.94,1435.93,9330.00
900.82,884.90,1435.40,9351.00
900.77,884.86,1434.86,9324.00
900.72,884.82,1434.33,9287.00
900.66,884.78,1433.80,9367.00
900.61,884.73,1433.26,9338.00
900.56,884.69,1432.73,9260.00
900.51,884.65,1432.19,9307.00
900.46,884.61,1431.66,9177.00
900.40,884.57,1431.12,9284.00
900.35,884.53,1430.59,9233.00
900.30,884.48,1430.05,9188.00
900.25,884.44,1429.52,9196.00
900.20,884.40,1428.98,9212.00
900.14,884.36,1428.45,9176.00
900.09,884.32,1427.91,9174.00
900.04,884.27,1427.38,9213.00
899.99,884.23,1426.84,9138.00
899.93,884.19,1426.31,9132.00
899.88,884.15,1425.77,9115.00
899.83,884.11,1425.24,9095.00
899.78,884.06,1424.70,9060.00
899.73,884.02,1424.17,9060.00
899.67,883.98,1423.63,8975.00
899.62,883.94,1423.09,8924.00
899.57,883.90,1422.56,8928.00
899.52,883.85,1422.02,8933.00
899.47,883.81,1421.49,8835.00
899.41,883.77,1420.95,8856.00
899.36,883.73,1420.42,8727.00
899.31,883.69,1419.88,8645.00
899.26,883.64,1419.34,8659.00
899.21,883.60,1418.81,8618.00
899.15,883.56,1418.27,8557.00
899.10,883.52,1417.74,8491.00
899.05,883.48,1417.20,8455.00
899.00,883.43,1416.66,8338.00
898.95,883.39,1416.13,8403.00
898.89,883.35,1415.59,8269.00
898.84,883.31,1415.05,8311.00
898.79,883.27,1414.52,8233.00
898.74,883.22,1413.98,8141.00
898.68,883.18,1413.45,8134.00
898.63,883.14,1412.91,8034.00
898.58,883.10,1412.37,8019.00
898.53,883.06,1411.84,7997.00
898.48,883.02,1411.30,7986.00
898.42,882.97,1410.76,7936.00
898.37,882.93,1410.23,7932.00
898.32,882.89,1409.69,7812.00
898.27,882.85,1409.15,7849.00
898.22,882.81,1408.61,7834.00
898.16,882.76,1408.08,7841.00
898.11,882.72,1407.54,7812.00
898.06,882.68,1407.00,7854.00
898.01,882.64,1406.47,7804.00
897.96,882.60,1405.93,7858.00
897.90,882.55,1405.39,7914.00
897.85,882.51,1404.85,7902.00
897.80,882.47,1404.32,7841.00
897.75,882.43,1403.78,7851.00
897.69,882.39,1403.24,7860.00
897.64,882.34,1402.71,7906.00
897.59,882.30,1402.17,7951.00
897.54,882.26,1401.63,7961.00
897.49,882.22,1401.09,7915.00
897.43,882.18,1400.55,8058.00
897.38,882.13,1400.02,8004.00
897.33,882.09,1399.48,8033.00
897.28,882.05,1398.94,8054.00
897.23,882.01,1398.40,8106.00
897.17,881.97,1397.87,8097.00
897.12,881.92,1397.33,8093.00
897.07,881.88,1396.79,8076.00
897.02,881.84,1396.25,8142.00
896.97,881.80,1395.71,8171.00
896.91,881.76,1395.18,8165.00
896.86,881.71,1394.64,8145.00
896.81,881.67,1394.10,8187.00
896.76,881.63,1393.56,8179.00
896.70,881.59,1393.02,8223.00
896.65,881.55,1392.48,8262.00
896.60,881.51,1391.94,8256.00
896.55,881.46,1391.41,8213.00
896.50,881.42,1390.87,8263.00
896.44,881.38,1390.33,8279.00
896.39,881.34,1389.79,8328.00
896.34,881.30,1389.25,8323.00
896.29,881.25,1388.71,8346.00
896.24,881.21,1388.17,8307.00
896.18,881.17,1387.63,8329.00
896.13,881.13,1387.10,8279.00
896.08,881.09,1386.56,8291.00
896.03,881.04,1386.02,8289.00
895.98,881.00,1385.48,8266.00
895.92,880.96,1384.94,8281.00
895.87,880.92,1384.40,8320.00
895.82,880.88,1383.86,8326.00
895.77,880.83,1383.32,8262.00
895.72,880.79,1382.78,8297.00
895.66,880.75,1382.24,8276.00
895.61,880.71,1381.70,8269.00
895.56,880.67,1381.16,8287.00
895.51,880.62,1380.62,8202.00
895.45,880.58,1380.08,8245.00
895.40,880.54,1379.54,8248.00
895.35,880.50,1379.00,8296.00
895.30,880.46,1378.47,8234.00
895.25,880.41,1377.93,8264.00
895.19,880.37,1377.39,8231.00
895.14,880.33,1376.85,8233.00
895.09,880.29,1376.31,8243.00
895.04,880.25,1375.77,8292.00
894.99,880.20,1375.23,8233.00
894.93,880.16,1374.69,8225.00
894.88,880.12,1374.14,8175.00
894.83,880.08,1373.60,8228.00
894.78,880.04,1373.06,8197.00
894.73,879.99,1372.52,8253.00
894.67,879.95,1371.98,8189.00
894.62,879.91,1371.44,8194.00
894.57,879.87,1370.90,8179.00
894.52,879.83,1370.36,8234.00
894.46,879.79,1369.82,8180.00
894.41,879.74,1369.28,8162.00
894.36,879.70,1368.74,8179.00
894.31,879.66,1368.20,8253.00
894.26,879.62,1367.66,8224.00
894.20,879.58,1367.12,8167.00
894.15,879.53,1366.58,8189.00
894.10,879.49,1366.04,8207.00
894.05,879.45,1365.49,8196.00
894.00,879.41,1364.95,8204.00
893.94,879.37,1364.41,8193.00
893.89,879.32,1363.87,8189.00
893.84,879.28,1363.33,8173.00
893.79,879.24,1362.79,8137.00
893.74,879.20,1362.25,8146.00
893.68,879.16,1361.71,8224.00
893.63,879.11,1361.16,8150.00
893.58,879.07,1360.62,8153.00
893.53,879.03,1360.08,8101.00
893.47,878.99,1359.54,8154.00
893.42,878.95,1359.00,8126.00
893.37,878.90,1358.46,8138.00
893.32,878.86,1357.91,8135.00
893.27,878.82,1357.37,8219.00
893.21,878.78,1356.83,8111.00
893.16,878.74,1356.29,8150.00
893.11,878.69,1355.75,8110.00
893.06,878.65,1355.21,8111.00
893.01,878.61,1354.66,8142.00
892.95,878.57,1354.12,8129.00
892.90,878.53,1353.58,8135.00
892.85,878.48,1353.04,8088.00
892.80,878.44,1352.49,8115.00
892.75,878.40,1351.95,8137.00
892.69,878.36,1351.41,8089.00
892.64,878.32,1350.87,8143.00
892.59,878.28,1350.32,8138.00
892.54,878.23,1349.78,8069.00
892.49,878.19,1349.24,8120.00
892.43,878.15,1348.70,8151.00
892.38,878.11,1348.15,8174.00
892.33,878.07,1347.61,8086.00
892.28,878.02,1347.07,8077.00
892.22,877.98,1346.53,8093.00
892.17,877.94,1345.98,8070.00
892.12,877.90,1345.44,8091.00
892.07,877.86,1344.90,8100.00
892.02,877.81,1344.35,8080.00
891.96,877.77,1343.81,8091.00
891.91,877.73,1343.27,8106.00
891.86,877.69,1342.72,8035.00
891.81,877.65,1342.18,8074.00
891.76,877.60,1341.64,8058.00
891.70,877.56,1341.09,8069.00
891.65,877.52,1340.55,8009.00
891.60,877.48,1340.01,8055.00
891.55,877.44,1339.46,8037.00
891.50,877.39,1338.92,8063.00
891.44,877.35,1338.38,8037.00
891.39,877.31,1337.83,8059.00
891.34,877.27,1337.29,7993.00
891.29,877.23,1336.75,8024.00
891.23,877.18,1336.20,7953.00
891.18,877.14,1335.66,8058.00
891.13,877.10,1335.11,8016.00
891.08,877.06,1334.57,8010.00
891.03,877.02,1334.03,8005.00
890.97,876.97,1333.48,8013.00
890.92,876.93,1332.94,8000.00
890.87,876.89,1332.39,7983.00
890.82,876.85,1331.85,8037.00
890.77,876.81,1331.30,7995.00
890.71,876.76,1330.76,7967.00
890.66,876.72,1330.22,8016.00
890.61,876.68,1329.67,8021.00
890.56,876.64,1329.13,8004.00
890.51,876.60,1328.58,7973.00
890.45,876.56,1328.04,8011.00
890.40,876.51,1327.49,7925.00
890.35,876.47,1326.95,7944.00
890.30,876.43,1326.40,7931.00
890.24,876.39,1325.86,7925.00
890.19,876.35,1325.31,7924.00
890.14,876.30,1324.77,7947.00
890.09,876.26,1324.22,7940.00
890.04,876.22,1323.68,7941.00
889.98,876.18,1323.13,7945.00
889.93,876.14,1322.59,7918.00
889.88,876.09,1322.04,7961.00
889.83,876.05,1321.50,7908.00
889.78,876.01,1320.95,7956.00
889.72,875.97,1320.41,7951.00
889.67,875.93,1319.86,7916.00
889.62,875.88,1319.32,7891.00
889.57,875.84,1318.77,7911.00
889.52,875.80,1318.23,7905.00
889.46,875.76,1317.68,7851.00
889.41,875.72,1317.13,7903.00
889.36,875.67,1316.59,7909.00
889.31,875.63,1316.04,7876.00
889.26,875.59,1315.50,7870.00
889.20,875.55,1314.95,7906.00
889.15,875.51,1314.41,7891.00
889.10,875.46,1313.86,7859.00
889.05,875.42,1313.31,7835.00
888.99,875.38,1312.77,7851.00
888.94,875.34,1312.22,7845.00
888.89,875.30,1311.68,7846.00
888.84,875.25,1311.13,7883.00
888.79,875.21,1310.58,7832.00
888.73,875.17,1310.04,7832.00
888.68,875.13,1309.49,7795.00
888.63,875.09,1308.94,7851.00
888.58,875.05,1308.40,7892.00
888.53,875.00,1307.85,7830.00
888.47,874.96,1307.30,7804.00
888.42,874.92,1306.76,7826.00
888.37,874.88,1306.21,7820.00
888.32,874.84,1305.66,7767.00
888.27,874.79,1305.12,7827.00
888.21,874.75,1304.57,7760.00
888.16,874.71,1304.02,7815.00
888.11,874.67,1303.48,7776.00
888.06,874.63,1302.93,7823.00
888.00,874.58,1302.38,7791.00
887.95,874.54,1301.84,7792.00
887.90,874.50,1301.29,7804.00
887.85,874.46,1300.74,7818.00
887.80,874.42,1300.19,7726.00
887.74,874.37,1299.65,7747.00
887.69,874.33,1299.10,7741.00
887.64,874.29,1298.55,7795.00
887.59,874.25,1298.00,7710.00
887.54,874.21,1297.46,7763.00
887.48,874.16,1296.91,7749.00
887.43,874.12,1296.36,7752.00
887.38,874.08,1295.81,7733.00
887.33,874.04,1295.27,7772.00
887.28,874.00,1294.72,7790.00
887.22,873.95,1294.17,7715.00
887.17,873.91,1293.62,7690.00
887.12,873.87,1293.07,7703.00
887.07,873.83,1292.53,7705.00
887.01,873.79,1291.98,7744.00
886.96,873.74,1291.43,7662.00
886.91,873.70,1290.88,7738.00
886.86,873.66,1290.33,7725.00
886.81,873.62,1289.79,7762.00
886.75,873.58,1289.24,7687.00
886.70,873.54,1288.69,7737.00
886.65,873.49,1288.14,7694.00
886.60,873.45,1287.59,7732.00
886.55,873.41,1287.04,7671.00
886.49,873.37,1286.49,7697.00
886.44,873.33,1285.95,7683.00
886.39,873.28,1285.40,7668.00
886.34,873.24,1284.85,7636.00
886.29,873.20,1284.30,7692.00
886.23,873.16,1283.75,7603.00
886.18,873.12,1283.20,7685.00
886.13,873.07,1282.65,7627.00
886.08,873.03,1282.10,7681.00
886.03,872.99,1281.55,7671.00
885.97,872.95,1281.01,7718.00
885.92,872.91,1280.46,7687.00
885.87,872.86,1279.91,7711.00
885.82,872.82,1279.36,7648.00
885.76,872.78,1278.81,7693.00
885.71,872.74,1278.26,7640.00
885.66,872.70,1277.71,7687.00
885.61,872.65,1277.16,7633.00
885.56,872.61,1276.61,7637.00
885.50,872.57,1276.06,7653.00
885.45,872.53,1275.51,7672.00
885.40,872.49,1274.96,7670.00
885.35,872.44,1274.41,7633.00
885.30,872.40,1273.86,7658.00
885.24,872.36,1273.31,7639.00
885.19,872.32,1272.76,7621.00
885.14,872.28,1272.21,7612.00
885.09,872.23,1271.66,7628.00
885.04,872.19,1271.11,7653.00
884.98,872.15,1270.56,7627.00
884.93,872.11,1270.01,7657.00
884.88,872.07,1269.46,7599.00
884.83,872.02,1268.91,7601.00
884.77,871.98,1268.36,7640.00
884.72,871.94,1267.81,7678.00
884.67,871.90,1267.26,7585.00
884.62,871.86,1266.71,7632.00
884.57,871.82,1266.16,7539.00
884.51,871.77,1265.61,7626.00
884.46,871.73,1265.06,7530.00
884.41,871.69,1264.51,7578.00
884.36,871.65,1263.96,7671.00
884.31,871.61,1263.41,7608.00
884.25,871.56,1262.85,7646.00
884.20,871.52,1262.30,7601.00
884.15,871.48,1261.75,7630.00
884.10,871.44,1261.20,7561.00
884.05,871.40,1260.65,7568.00
883.99,871.35,1260.10,7601.00
883.94,871.31,1259.55,7592.00
883.89,871.27,1259.00,7606.00
883.84,871.23,1258.45,7614.00
883.78,871.19,1257.89,7516.00
883.73,871.14,1257.34,7599.00
883.68,871.10,1256.79,7635.00
883.63,871.06,1256.24,7591.00
883.58,871.02,1255.69,7537.00
883.52,870.98,1255.14,7585.00
883.47,870.93,1254.59,7591.00
883.42,870.89,1254.03,7562.00
883.37,870.85,1253.48,7620.00
883.32,870.81,1252.93,7584.00
883.26,870.77,1252.38,7544.00
883.21,870.72,1251.83,7580.00
883.16,870.68,1251.27,7593.00
883.11,870.64,1250.72,7541.00
883.06,870.60,1250.17,7607.00
883.00,870.56,1249.62,7567.00
882.95,870.51,1249.07,7592.00
882.90,870.47,1248.51,7571.00
882.85,870.43,1247.96,7555.00
882.79,870.39,1247.41,7504.00
882.74,870.35,1246.86,7598.00
882.69,870.31,1246.30,7546.00
882.64,870.26,1245.75,7594.00
882.59,870.22,1245.20,7517.00
882.53,870.18,1244.65,7512.00
882.48,870.14,1244.09,7524.00
882.43,870.10,1243.54,7522.00
882.38,870.05,1242.99,7551.00
882.33,870.01,1242.44,7519.00
882.27,869.97,1241.88,7511.00
882.22,869.93,1241.33,7569.00
882.17,869.89,1240.78,7518.00
882.12,869.84,1240.22,7488.00
882.07,869.80,1239.67,7545.00
882.01,869.76,1239.12,7572.00
881.96,869.72,1238.56,7573.00
881.91,869.68,1238.01,7473.00
881.86,869.63,1237.46,7552.00
881.81,869.59,1236.90,7548.00
881.75,869.55,1236.35,7521.00
881.70,869.51,1235.80,7514.00
881.65,869.47,1235.24,7534.00
881.60,869.42,1234.69,7545.00
881.54,869.38,1234.14,7510.00
881.49,869.34,1233.58,7547.00
881.44,869.30,1233.03,7501.00
881.39,869.26,1232.48,7561.00
881.34,869.21,1231.92,7504.00
881.28,869.17,1231.37,7503.00
881.23,869.13,1230.81,7528.00
881.18,869.09,1230.26,7526.00
881.13,869.05,1229.71,7505.00
881.08,869.00,1229.15,7526.00
881.02,868.96,1228.60,7536.00
880.97,868.92,1228.04,7530.00
880.92,868.88,1227.49,7491.00
880.87,868.84,1226.93,7492.00
880.82,868.79,1226.38,7470.00
880.76,868.75,1225.83,7551.00
880.71,868.71,1225.27,7521.00
880.66,868.67,1224.72,7554.00
880.61,868.63,1224.16,7443.00
880.55,868.59,1223.61,7494.00
880.50,868.54,1223.05,7479.00
880.45,868.50,1222.50,7465.00
880.40,868.46,1221.94,7452.00
880.35,868.42,1221.39,7503.00
880.29,868.38,1220.83,7502.00
880.24,868.33,1220.28,7457.00
880.19,868.29,1219.72,7506.00
880.14,868.25,1219.17,7461.00
880.09,868.21,1218.61,7520.00
880.03,868.17,1218.06,7472.00
879.98,868.12,1217.50,7475.00
879.93,868.08,1216.95,7464.00
879.88,868.04,1216.39,7466.00
879.83,868.00,1215.84,7511.00
879.77,867.96,1215.28,7432.00
879.72,867.91,1214.73,7472.00
879.67,867.87,1214.17,7423.00
879.62,867.83,1213.61,7496.00
879.56,867.79,1213.06,7419.00
879.51,867.75,1212.50,7537.00
879.46,867.70,1211.95,7469.00
879.41,867.66,1211.39,7477.00
879.36,867.62,1210.84,7444.00
879.30,867.58,1210.28,7461.00
879.25,867.54,1209.72,7470.00
879.20,867.49,1209.17,7441.00
879.15,867.45,1208.61,7459.00
879.10,867.41,1208.05,7477.00
879.04,867.37,1207.50,7465.00
878.99,867.33,1206.94,7499.00
878.94,867.28,1206.39,7489.00
878.89,867.24,1205.83,7489.00
878.84,867.20,1205.27,7408.00
878.78,867.16,1204.72,7453.00
878.73,867.12,1204.16,7408.00
878.68,867.08,1203.60,7465.00
878.63,867.03,1203.05,7508.00
878.58,866.99,1202.49,7486.00
878.52,866.95,1201.93,7515.00
878.47,866.91,1201.38,7440.00
878.42,866.87,1200.82,7487.00
878.37,866.82,1200.26,7519.00
878.31,866.78,1199.71,7373.00
878.26,866.74,1199.15,7488.00
878.21,866.70,1198.59,7422.00
878.16,866.66,1198.03,7406.00
878.11,866.61,1197.48,7484.00
878.05,866.57,1196.92,7495.00
878.00,866.53,1196.36,7465.00
877.95,866.49,1195.81,7461.00
877.90,866.45,1195.25,7430.00
877.85,866.40,1194.69,7442.00
877.79,866.36,1194.13,7464.00
877.74,866.32,1193.58,7399.00
877.69,866.28,1193.02,7460.00
877.64,866.24,1192.46,7468.00
877.59,866.19,1191.90,7456.00
877.53,866.15,1191.35,7522.00
877.48,866.11,1190.79,7426.00
877.43,866.07,1190.23,7468.00
877.38,866.03,1189.67,7470.00
877.32,865.98,1189.11,7411.00
877.27,865.94,1188.56,7463.00
877.22,865.90,1188.00,7480.00
877.17,865.86,1187.44,7438.00
877.12,865.82,1186.88,7451.00
877.06,865.77,1186.32,7464.00
877.01,865.73,1185.76,7456.00
876.96,865.69,1185.21,7424.00
876.91,865.65,1184.65,7471.00
876.86,865.61,1184.09,7497.00
876.80,865.57,1183.53,7529.00
876.75,865.52,1182.97,7440.00
876.70,865.48,1182.41,7447.00
876.65,865.44,1181.85,7445.00
876.60,865.40,1181.30,7498.00
876.54,865.36,1180.74,7417.00
876.49,865.31,1180.18,7484.00
876.44,865.27,1179.62,7443.00
876.39,865.23,1179.06,7470.00
876.33,865.19,1178.50,7439.00
876.28,865.15,1177.94,7499.00
876.23,865.10,1177.38,7467.00
876.18,865.06,1176.82,7482.00
876.13,865.02,1176.26,7484.00
876.07,864.98,1175.71,7450.00
876.02,864.94,1175.15,7464.00
875.97,864.89,1174.59,7497.00
875.92,864.85,1174.03,7450.00
875.87,864.81,1173.47,7478.00
875.81,864.77,1172.91,7417.00
875.76,864.73,1172.35,7473.00
875.71,864.68,1171.79,7462.00
875.66,864.64,1171.23,7435.00
875.61,864.60,1170.67,7504.00
875.55,864.56,1170.11,7427.00
875.50,864.52,1169.55,7483.00
875.45,864.47,1168.99,7373.00
875.40,864.43,1168.43,7514.00
875.35,864.39,1167.87,7501.00
875.29,864.35,1167.31,7457.00
875.24,864.31,1166.75,7500.00
875.19,864.26,1166.19,7459.00
875.14,864.22,1165.63,7494.00
875.08,864.18,1165.07,7437.00
875.03,864.14,1164.51,7459.00
874.98,864.10,1163.95,7462.00
874.93,864.05,1163.39,7436.00
874.88,864.01,1162.83,7504.00
874.82,863.97,1162.27,7467.00
874.77,863.93,1161.71,7433.00
874.72,863.89,1161.14,7470.00
874.67,863.85,1160.58,7487.00
874.62,863.80,1160.02,7407.00
874.56,863.76,1159.46,7473.00
874.51,863.72,1158.90,7497.00
874.46,863.68,1158.34,7473.00
874.41,863.64,1157.78,7474.00
874.36,863.59,1157.22,7494.00
874.30,863.55,1156.66,7469.00
874.25,863.51,1156.10,7463.00
874.20,863.47,1155.53,7437.00
874.15,863.43,1154.97,7514.00
874.09,863.38,1154.41,7498.00
874.04,863.34,1153.85,7496.00
873.99,863.30,1153.29,7506.00
873.94,863.26,1152.73,7495.00
873.89,863.22,1152.17,7530.00
873.83,863.17,1151.60,7482.00
873.78,863.13,1151.04,7458.00
873.73,863.09,1150.48,7510.00
873.68,863.05,1149.92,7553.00
873.63,863.01,1149.36,7454.00
873.57,862.96,1148.80,7502.00
873.52,862.92,1148.23,7517.00
873.47,862.88,1147.67,7527.00
873.42,862.84,1147.11,7509.00
873.37,862.80,1146.55,7573.00
873.31,862.75,1145.99,7510.00
873.26,862.71,1145.42,7528.00
873.21,862.67,1144.86,7497.00
873.16,862.63,1144.30,7480.00
873.10,862.59,1143.74,7535.00
873.05,862.54,1143.17,7496.00
873.00,862.50,1142.61,7534.00
872.95,862.46,1142.05,7518.00
872.90,862.42,1141.49,7536.00
872.84,862.38,1140.92,7552.00
872.79,862.34,1140.36,7543.00
872.74,862.29,1139.80,7550.00
872.69,862.25,1139.23,7574.00
872.64,862.21,1138.67,7599.00
872.58,862.17,1138.11,7538.00
872.53,862.13,1137.55,7558.00
872.48,862.08,1136.98,7566.00
872.43,862.04,1136.42,7578.00
872.38,862.00,1135.86,7552.00
872.32,861.96,1135.29,7503.00
872.27,861.92,1134.73,7530.00
872.22,861.87,1134.17,7588.00
872.17,861.83,1133.60,7626.00
872.12,861.79,1133.04,7591.00
872.06,861.75,1132.48,7635.00
872.01,861.71,1131.91,7591.00
871.96,861.66,1131.35,7591.00
871.91,861.62,1130.79,7595.00
871.85,861.58,1130.22,7610.00
871.80,861.54,1129.66,7601.00
871.75,861.50,1129.09,7610.00
871.70,861.45,1128.53,7636.00
871.65,861.41,1127.97,7556.00
871.59,861.37,1127.40,7591.00
871.54,861.33,1126.84,7578.00
871.49,861.29,1126.27,7581.00
871.44,861.24,1125.71,7629.00
871.39,861.20,1125.15,7632.00
871.33,861.16,1124.58,7622.00
871.28,861.12,1124.02,7662.00
871.23,861.08,1123.45,7632.00
871.18,861.03,1122.89,7613.00
871.13,860.99,1122.32,7614.00
871.07,860.95,1121.76,7651.00
871.02,860.91,1121.20,7635.00
870.97,860.87,1120.63,7592.00
870.92,860.83,1120.07,7609.00
870.86,860.78,1119.50,7664.00
870.81,860.74,1118.94,7645.00
870.76,860.70,1118.37,7618.00
870.71,860.66,1117.81,7629.00
870.66,860.62,1117.24,7682.00
870.60,860.57,1116.68,7711.00
870.55,860.53,1116.11,7682.00
870.50,860.49,1115.55,7719.00
870.45,860.45,1114.98,7650.00
870.40,860.41,1114.42,7660.00
870.34,860.36,1113.85,7738.00
870.29,860.32,1113.29,7665.00
870.24,860.28,1112.72,7690.00
870.19,860.24,1112.15,7706.00
870.14,860.20,1111.59,7690.00
870.08,860.15,1111.02,7690.00
870.03,860.11,1110.46,7779.00
869.98,860.07,1109.89,7693.00
869.93,860.03,1109.33,7764.00
869.87,859.99,1108.76,7688.00
869.82,859.94,1108.19,7704.00
869.77,859.90,1107.63,7693.00
869.72,859.86,1107.06,7706.00
869.67,859.82,1106.50,7767.00
869.61,859.78,1105.93,7764.00
869.56,859.73,1105.36,7793.00
869.51,859.69,1104.80,7713.00
869.46,859.65,1104.23,7772.00
869.41,859.61,1103.67,7747.00
869.35,859.57,1103.10,7725.00
